count,country,region,district,city,village,name,wikidata_uri
1,Italia,Lombardia,Milano,Milano,,Collezione contessa Biandrà di Reaglie,
1,Italia,Lombardia,Milano,Milano,,Collezione conti Porro,
1,Italia,Lombardia,Milano,Milano,,Collezione conti di Castel Pizzuto,
1,Italia,Lombardia,Milano,Milano,,Collezione eredi Bagatti Valsecchi,
1,Italia,Lombardia,Milano,Milano,,Collezione marchese Fassati,
1,Italia,Lombardia,Milano,Milano,,Collezione marchese Zaccaria,
1,Italia,Lombardia,Milano,Milano,,Collezione marchese d'Adda,
1,Italia,Lombardia,Milano,Milano,,Collezione marchesi Casati Soncino Stampa,
1,Italia,Lombardia,Milano,Milano,,Collezione principe V. Borromeo,
1,Italia,Lombardia,Milano,Milano,,Collezione principe di Molfetta,
1,Italia,Lombardia,Milano,Milano,,Convento dei Serviti//Convento di S. Carlo al Corso,
1,Italia,Lombardia,Milano,Milano,,Convento delle Dame Vergini della Vettabbia,
1,Italia,Lombardia,Milano,Milano,,Cribiori,
1,Italia,Lombardia,Milano,Milano,,Curia arcivescovile,
1,Italia,Lombardia,Milano,Milano,,F. Grandi,
1,Italia,Lombardia,Milano,Milano,,Felice Pasquè,
1,Italia,Lombardia,Milano,Milano,,Ferrario,
1,Italia,Lombardia,Milano,Milano,,G. Sambon,
1,Italia,Lombardia,Milano,Milano,,G.F. Mazzoleni,
1,Italia,Lombardia,Milano,Milano,,Galleria Bagutta,
1,Italia,Lombardia,Milano,Milano,,Galleria Canelli,
1,Italia,Lombardia,Milano,Milano,,Galleria F. Donà Dalle Trezze,
1,Italia,Lombardia,Milano,Milano,,Galleria Ferrario,
1,Italia,Lombardia,Milano,Milano,,Galleria Grubicy,
1,Italia,Lombardia,Milano,Milano,,Galleria Stanza del Borgo,
1,Italia,Lombardia,Milano,Milano,,Galleria Tega,
1,Italia,Lombardia,Milano,Milano,,Galleria d'Arte Sant'Ambrogio,
1,Italia,Lombardia,Milano,Milano,,Girompini,
1,Italia,Lombardia,Milano,Milano,,Gismondi,
1,Italia,Lombardia,Milano,Milano,,Grandi-Baslini,
1,Italia,Lombardia,Milano,Milano,,Heimann,
1,Italia,Lombardia,Milano,Milano,,L. Cassuto,
1,Italia,Lombardia,Milano,Milano,,L. Dal Pozzo,
1,Italia,Lombardia,Milano,Milano,,L. Galli,
1,Italia,Lombardia,Milano,Milano,,L. Gozo Mosca,
1,Italia,Lombardia,Milano,Milano,,L. Grassi,
1,Italia,Lombardia,Milano,Milano,,Leasindustria,
1,Italia,Lombardia,Milano,Milano,,Luogo Pio di Santa Corona,
1,Italia,Lombardia,Milano,Milano,,M. Cavalieri,
1,Italia,Lombardia,Milano,Milano,,Monastero di S. Agostino Bianco,
1,Italia,Lombardia,Milano,Milano,,Monastero di S. Chiara,
1,Italia,Lombardia,Milano,Milano,,Monte di Pietà,
1,Italia,Lombardia,Milano,Milano,,Museo San Fedele,
1,Italia,Lombardia,Milano,Milano,,Museo Teatrale alla Scala,
1,Italia,Lombardia,Milano,Milano,,Museo dei Cappuccini,
1,Italia,Lombardia,Milano,Milano,,Museo del Tesoro della Cattedrale,
1,Italia,Lombardia,Milano,Milano,,Museo della Permanente,
1,Italia,Lombardia,Milano,Milano,,Ospizio di S. Michele alla Chiusa,
1,Italia,Lombardia,Milano,Milano,,Padiglione d'Arte Contemporanea,http://www.wikidata.org/entity/Q3888740
1,Italia,Lombardia,Milano,Milano,,Palazzo Archinto,
1,Italia,Lombardia,Milano,Milano,,Palazzo Arcivescovile,
1,Italia,Lombardia,Milano,Milano,,Palazzo Clerici,
1,Italia,Lombardia,Milano,Milano,,Palazzo Durino,
1,Italia,Lombardia,Milano,Milano,,Palazzo Marchetti,
1,Italia,Lombardia,Milano,Milano,,"Palazzo Morando - Costume, moda e immagine",
1,Italia,Lombardia,Milano,Milano,,Palazzo Reale,
1,Italia,Lombardia,Milano,Milano,,Palazzo dell'Arte,
1,Italia,Lombardia,Milano,Milano,,Pellicioli-Lorenzelli,
1,Italia,Lombardia,Milano,Milano,,Pinacoteca di Brera,
1,Italia,Lombardia,Milano,Milano,,S. Lodi,
1,Italia,Lombardia,Milano,Milano,,Salomon,
1,Italia,Lombardia,Milano,Milano,,Sasso,
1,Italia,Lombardia,Milano,Milano,,Scuola dei Genovesi,
1,Italia,Lombardia,Milano,Milano,,Silbernagl,
1,Italia,Lombardia,Milano,Milano,,Silvestri,
1,Italia,Lombardia,Milano,Milano,,Uffici della Provincia,
1,Italia,Lombardia,Milano,Milano,,Ufficio Esportazioni,
1,Italia,Lombardia,Milano,Milano,,Università Cattolica del Sacro Cuore,
1,Italia,Lombardia,Milano,Milano,,Via A. Ponti,
1,Italia,Lombardia,Milano,Milano,,Villa Necchi Campiglio,
1,Italia,Lombardia,Milano,Milano,,Villa Reale,
1,Italia,Lombardia,Milano,Milano,,Zecca,
1,Italia,Lombardia,Milano,Milano,Ampugnano,Chiesa parrocchiale,
1,Italia,Lombardia,Milano,Monza,,Chiesa dei Cappuccini,
1,Italia,Lombardia,Milano,Monza,,Collezione I. Marsigli-Paolazzi,
1,Italia,Lombardia,Milano,Monza,,Collezione conti Mastai Ferretti,
1,Italia,Lombardia,Milano,Monza,,Collezione privata,
1,Italia,Lombardia,Milano,Monza,,Duomo di S. Giovanni Battista,
1,Italia,Lombardia,Milano,Monza,,Leonardi,
1,Italia,Lombardia,Milano,Morimondo,,Abbazia,
1,Italia,Lombardia,Milano,San Colombano al Lambro,,Chiesa di S. Colombano Abate,
1,Italia,Lombardia,Milano,San Giuliano Milanese,Viboldone,Abbazia di Viboldone,
1,Italia,Lombardia,Milano,Sesto San Giovanni,,Collezione privata,
1,Italia,Lombardia,Milano,Vaprio d'Adda,,Collezione Melzi d'Eril,
1,Italia,Lombardia,Monza Brianza,Carate Brianza,,Collezione L. Galli,
1,Italia,Lombardia,Monza Brianza,Meda,,Chiesa di S. Vittore,http://www.wikidata.org/entity/Q112322278
1,Italia,Lombardia,Monza Brianza,Monza,,Mercato antiquario,
1,Italia,Lombardia,Monza Brianza,Monza,,Museo e Tesoro del Duomo,
1,Italia,Lombardia,Monza Brianza,Monza,Gernetto,Collezione Della Somaglia,
1,Italia,Lombardia,Novara,Novara,,Collezione Rotondi,
1,Italia,Lombardia,Novara,Novara,,Galleria d'Arte Moderna Paolo e Adele Giannoni,
1,Italia,Lombardia,Pavia,Casteggio,,Collezione privata,
1,Italia,Lombardia,Pavia,Mortara,,Chiesa di S. Albino,
1,Italia,Lombardia,Pavia,Mortara,,Chiesa di S. Giuseppe,
1,Italia,Lombardia,Pavia,Pavia,,Basilica di S. Pietro in Ciel d'Oro,http://www.wikidata.org/entity/Q112322081
1,Italia,Lombardia,Pavia,Pavia,,Basilica di S. Teodoro,
1,Italia,Lombardia,Pavia,Pavia,,Certosa,
1,Italia,Lombardia,Pavia,Pavia,,Chiesa di S. Francesco,
1,Italia,Lombardia,Pavia,Pavia,,Chiesa di S. Tommaso,
1,Italia,Lombardia,Pavia,Pavia,,Collegio Borromeo,
1,Italia,Lombardia,Pavia,Pavia,,Collezione A. Vivanti,
1,Italia,Lombardia,Pavia,Pavia,,Collezione Belgioioso,
1,Italia,Lombardia,Pavia,Pavia,,Collezione Cortese,
1,Italia,Lombardia,Pavia,Pavia,,Collezione Malaspina,
1,Italia,Lombardia,Pavia,Pavia,,Collezione Radlinschi,
1,Italia,Lombardia,Pavia,Pavia,,Collezione Rondanelli,
1,Italia,Lombardia,Pavia,Pavia,,Collezione Turini,
1,Italia,Lombardia,Pavia,Pavia,,Mercato antiquario,
1,Italia,Lombardia,Pavia,Pavia,,Ospedale di S. Matteo,
1,Italia,Lombardia,Pavia,Pavia,,Pinacoteca Civica,
1,Italia,Lombardia,Pavia,Sant'Alessio con Vialone,,Collezione privata,
1,Italia,Lombardia,Pavia,Vigevano,,Chiesa di S. Dionigi,
1,Italia,Lombardia,Pavia,Vigevano,,Chiesa di S. Francesco,
1,Italia,Lombardia,Pavia,Vigevano,,Collezione Brunoldi,
1,Italia,Lombardia,Pistoia,Montecatini,,Collezione privata,
1,Italia,Lombardia,Roma,Milano,,Collezione privata,
1,Italia,Lombardia,Roma,Roma,,Galleria Nazionale d'Arte Moderna,
1,Italia,Lombardia,Sondrio,Ardenno,,Chiesa parrocchiale,
1,Italia,Lombardia,Sondrio,Berbenno di Valtellina,,Chiesa di S. Benigno,
1,Italia,Lombardia,Sondrio,Campodolcino,,Casa parrocchiale,
1,Italia,Lombardia,Sondrio,Chiavenna,,Chiesa di S. Lorenzo,
1,Italia,Lombardia,Sondrio,Chiavenna,Villa di Chiavenna,Chiesa di S. Maria di Loreto,
1,Italia,Lombardia,Sondrio,Gerola Alta,,Chiesa di S. Bartolomeo,
1,Italia,Lombardia,Sondrio,San Giacomo Filippo,Gallivaggio,Santuario della Madonna della Misericordia,
1,Italia,Lombardia,Sondrio,Sondrio,,Banca Popolare di Sondrio,
1,Italia,Lombardia,Sondrio,Sondrio,,Museo valtellinese di Storia e Arte,
1,Italia,Lombardia,Varese,Angera,,Rocca Borromeo,
1,Italia,Lombardia,Varese,Brunello,,Chiesa di S. Maria Annunziata,
1,Italia,Lombardia,Varese,Brunello,,Chiesa di S. Maria Assunta,
1,Italia,Lombardia,Varese,Busto Arsizio,,Cimitero,
1,Italia,Lombardia,Varese,Busto Arsizio,,Collezione G. Noferini,
1,Italia,Lombardia,Varese,Busto Arsizio,,Collezione L. Azimonti,
1,Italia,Lombardia,Varese,Busto Arsizio,,Collezione Milani,
1,Italia,Lombardia,Varese,Campione d'Italia,,Mercato antiquario,
1,Italia,Lombardia,Varese,Gallarate,,Casa provinciale della Compagnia di Gesù,
1,Italia,Lombardia,Varese,Gallarate,,Collezione L. Giardini,
1,Italia,Lombardia,Varese,Gallarate,,Collezione R. Martegani,
1,Italia,Lombardia,Varese,Gallarate,,Museo di Arte Sacra,
1,Italia,Lombardia,Varese,Gorla Maggiore,,Collezione P. Candiani,
1,Italia,Lombardia,Varese,Lonate Pozzolo,,Collezione conti Porro,
1,Italia,Lombardia,Varese,Saronno,,Chiesa parrocchiale,
1,Italia,Lombardia,Varese,Saronno,,Santuario della Beata Vergine,
1,Italia,Lombardia,Varese,Saronno,,Santuario di S. Maria dei Miracoli,
1,Italia,Lombardia,Varese,Saronno,Cassina Ferrara,Chiesa di S. Giovanni Battista,
1,Italia,Lombardia,Varese,Sesto Calende,,Chiesa di S. Donato,
1,Italia,Lombardia,Varese,Varese,,"Castello di Masnago, Civico Museo d'Arte Moderna e Contemporanea",
1,Italia,Lombardia,Varese,Varese,,Chiesa di S. Antonio alla Motta,
1,Italia,Lombardia,Varese,Varese,,Chiesa di S. Michele di Bosto,
1,Italia,Lombardia,Varese,Varese,,Chiesa di S. Vittore,
1,Italia,Lombardia,Varese,Varese,,Collezione Litta Modigliani,
1,Italia,Lombardia,Varese,Varese,,Palazzo Comunale,
1,Italia,Lombardia,Varese,Varese,,Seminario,
1,Italia,Lombardia,Varese,Varese,Masnago,Castello Mantegazza,
1,Italia,Lombardia,Varese,Viggiù,,Chiesa della Beata Vergine del Rosario,
1,Italia,Marche,,Ostra Vetere,,Chiesa di S. Maria della Piazza,
1,Italia,Marche,Ancona,Ancona,,Chiesa dei SS. Pellegrino e Teresa,
1,Italia,Marche,Ancona,Ancona,,Chiesa del Gesù,
1,Italia,Marche,Ancona,Ancona,,Chiesa del SS. Sacramento,
1,Italia,Marche,Ancona,Ancona,,Chiesa della SS. Annunziata,
1,Italia,Marche,Ancona,Ancona,,Chiesa di S. Agostino (ex),
1,Italia,Marche,Ancona,Ancona,,Chiesa di S. Bartolomeo,
1,Italia,Marche,Ancona,Ancona,,Chiesa di S. Francesco ad Alto,
1,Italia,Marche,Ancona,Ancona,,Chiesa di S. Giovanni Battista,
1,Italia,Marche,Ancona,Ancona,,Chiesa di S. Maria della Misericordia,
1,Italia,Marche,Ancona,Ancona,,Chiesa di S. Maria della Piazza,
1,Italia,Marche,Ancona,Ancona,,Collezione A. Garavani,
1,Italia,Marche,Ancona,Ancona,,Collezione Reppi,
1,Italia,Marche,Ancona,Ancona,,Collezione duca P. Ferretti di Castelferretto,
1,Italia,Marche,Ancona,Ancona,,Convento di S. Domenico,
1,Italia,Marche,Ancona,Ancona,,Credito Fondiario,
1,Italia,Marche,Ancona,Ancona,,Loggia dei Mercanti,
1,Italia,Marche,Ancona,Ancona,,Mercato antiquario,
1,Italia,Marche,Ancona,Ancona,,Palazzo del Governo,
1,Italia,Marche,Ancona,Arcevia,,Eremo di S. Girolamo al Sasso Rosso,
1,Italia,Marche,Ancona,Arcevia,,Museo della Collegiata di S. Medardo,
1,Italia,Marche,Ancona,Belvedere Ostrense,,Chiesa di S. Maria della Misericordia,
1,Italia,Marche,Ancona,Belvedere Ostrense,Madonna del Sole,Santuario della Madonna del Sole,
1,Italia,Marche,Ancona,Camerano,,Chiesa dell'Immacolata,
1,Italia,Marche,Ancona,Castelfidardo,,Collegiata di S. Stefano,
1,Italia,Marche,Ancona,Castelplanio,,Chiesa di S. Sebastiano,
1,Italia,Marche,Ancona,Cerreto d'Esi,,Antica Farmacia Giuli,
1,Italia,Marche,Ancona,Cerreto d'Esi,,Chiesa dell'Annunziata,
1,Italia,Marche,Ancona,Cerreto d'Esi,,Chiesa di S. Maria delle Grazie,
1,Italia,Marche,Ancona,Corinaldo,,Chiesa di S. Francesco,
1,Italia,Marche,Ancona,Cupramontana,,Palazzo Comunale,
1,Italia,Marche,Ancona,Cupramontana,,Porta Vecchia,
1,Italia,Marche,Ancona,Cupramontana,Poggio Cupro,Chiesa del SS. Salvatore,
1,Italia,Marche,Ancona,Fabriano,,Abbazia di S. Maria dell'Appennino,
1,Italia,Marche,Ancona,Fabriano,,Casa Ramelli,
1,Italia,Marche,Ancona,Fabriano,,Chiesa dei SS. Biagio e Romualdo,
1,Italia,Marche,Ancona,Fabriano,,Chiesa dell'Annunziata,
1,Italia,Marche,Ancona,Fabriano,,Chiesa di S. Francesco di Paola,
1,Italia,Marche,Ancona,Fabriano,,Chiesa di S. Maria Maddalena,
1,Italia,Marche,Ancona,Fabriano,,Chiesa di S. Nicola,
1,Italia,Marche,Ancona,Fabriano,,Chiesa di S. Nicolò,
1,Italia,Marche,Ancona,Fabriano,,Chiesa di S. Onofrio,
1,Italia,Marche,Ancona,Fabriano,,Collezione Rosei,
1,Italia,Marche,Ancona,Fabriano,,Collezione conte Possenti,
1,Italia,Marche,Ancona,Fabriano,,Congregazione di Carità,
1,Italia,Marche,Ancona,Fabriano,,Convento di S. Agostino (ex),
1,Italia,Marche,Ancona,Fabriano,,Convento di S. Antonio Abate,
1,Italia,Marche,Ancona,Fabriano,,Convento di S. Francesco (ex),
1,Italia,Marche,Ancona,Fabriano,,Edicola in via Cialdini,
1,Italia,Marche,Ancona,Fabriano,,Edicola in via S. Filippo,
1,Italia,Marche,Ancona,Fabriano,,Oratorio del Gonfalone,
1,Italia,Marche,Ancona,Fabriano,,Oratorio di S. Giacomo,
1,Italia,Marche,Ancona,Fabriano,,Palazzo Baravelli,
1,Italia,Marche,Ancona,Fabriano,,Portico dei Vasari,
1,Italia,Marche,Ancona,Fabriano,Albacina,Chiesa di S. Venanzo,
1,Italia,Marche,Ancona,Fabriano,Bastia,Chiesa di S. Maria della Pietà,
1,Italia,Marche,Ancona,Fabriano,Castelletta,Chiesa di S. Maria sopra Minerva,http://www.wikidata.org/entity/Q823685
1,Italia,Marche,Ancona,Fabriano,Melano,Chiesa di S. Maria,
1,Italia,Marche,Ancona,Fabriano,Paterno,Chiesa di S. Verecondo,
1,Italia,Marche,Ancona,Falconara Marittima,Castelferretti,Chiesa di S. Maria della Misericordia,
1,Italia,Marche,Ancona,Fano,,Collezione privata,
1,Italia,Marche,Ancona,Filottrano,,Collezione Gentiloni,
1,Italia,Marche,Ancona,Genga,,Chiesa di S. Maria Assunta,
1,Italia,Marche,Ancona,Genga,San Vittore Terme,Abbazia di S. Vittore alle Chiuse,
1,Italia,Marche,Ancona,Jesi,,Chiesa di S. Francesco al Monte,
1,Italia,Marche,Ancona,Jesi,,Chiesa di S. Marco,
1,Italia,Marche,Ancona,Jesi,,Collezione barone G. Franchetti,
1,Italia,Marche,Ancona,Jesi,,Museo Diocesano,
1,Italia,Marche,Ancona,Jesi,Montegranale,Chiesa dei SS. Filippo e Giacomo,
1,Italia,Marche,Ancona,Loreto,,Collezione privata,
1,Italia,Marche,Ancona,Osimo,,Cattedrale di S. Leopardo,
1,Italia,Marche,Ancona,Osimo,,Chiesa di S. Giuseppe da Copertino//Chiesa di S. Francesco,
1,Italia,Marche,Ancona,Osimo,,Museo Civico,
1,Italia,Marche,Ancona,Osimo,,Palazzo Comunale,
1,Italia,Marche,Ancona,Ostra Vetere,,Chiesa di S. Francesco,
1,Italia,Marche,Ancona,Ostra Vetere,,Museo civico-parrocchiale,
1,Italia,Marche,Ancona,Recanati,,Cattedrale di S. Flaviano,
1,Italia,Marche,Ancona,Sassoferrato,,Biblioteca Comunale,
1,Italia,Marche,Ancona,Sassoferrato,,Chiesa di S. Fortunato,
1,Italia,Marche,Ancona,Sassoferrato,,Convento dei Frati Minori,
1,Italia,Marche,Ancona,Sassoferrato,,Monastero di S. Chiara,
1,Italia,Marche,Ancona,Sassoferrato,Coldellanoce,Chiesa di S. Lorenzo,
1,Italia,Marche,Ancona,Senigallia,,Chiesa della Croce,
1,Italia,Marche,Ancona,Senigallia,,Chiesa di S. Martino,
1,Italia,Marche,Ancona,Senigallia,,Chiesa di S. Rocco,
1,Italia,Marche,Ancona,Senigallia,,Collezione Augusti Arsilli,
1,Italia,Marche,Ancona,Senigallia,,Collezione Mastai,
1,Italia,Marche,Ancona,Senigallia,,Duomo,
1,Italia,Marche,Ancona,Serra San Quirico,,Chiesa dei SS. Quirico e Giulitta,
