count,name,pseudonym,source,active_from,active_to,viaf,ulan,wikidata,wikipedia,source,loc,gnd
162,Tosini Michele,Michele di Ridolfo del Ghirlandaio,data,1500,1599,http://viaf.org/viaf/77194031,http://vocab.getty.edu/ulan/500007289,http://www.wikidata.org/entity/Q2309545,http://it.wikipedia.org/wiki/Michele_Tosini,data,http://id.loc.gov/authorities/names/nr95044105,https://d-nb.info/gnd/12231381X
162,Piero di Lorenzo,Piero di Cosimo,data and vocab,1462,1549,http://viaf.org/viaf/95726685,http://vocab.getty.edu/ulan/500007508,http://www.wikidata.org/entity/Q280851,http://it.wikipedia.org/wiki/Piero_di_Cosimo,data and vocab,http://id.loc.gov/authorities/names/n82210775,https://d-nb.info/gnd/174257724
160,Mantegna Andrea,,data and vocab,1448,1549,http://viaf.org/viaf/27084155,http://vocab.getty.edu/ulan/500004218,http://www.wikidata.org/entity/Q5681,http://it.wikipedia.org/wiki/Andrea_Mantegna,data and vocab,http://id.loc.gov/authorities/names/n79040004,https://d-nb.info/gnd/118577336
160,Bonvicino Alessandro,Moretto/ Moretto da Brescia,data and vocab,1515,1599,http://viaf.org/viaf/103211555,http://vocab.getty.edu/ulan/500007609,http://www.wikidata.org/entity/Q954504,http://it.wikipedia.org/wiki/Moretto_da_Brescia,data and vocab,http://id.loc.gov/authorities/names/n82230771,https://d-nb.info/gnd/118736876
159,Palmezzano Marco,,data and vocab,1475,1539,http://viaf.org/viaf/95784517,http://vocab.getty.edu/ulan/500016842,http://www.wikidata.org/entity/Q912991,,data and vocab,http://id.loc.gov/authorities/names/n98005687,https://d-nb.info/gnd/119265095
159,Mainardi Bastiano,,data and vocab,1469,1513,http://viaf.org/viaf/311028999,http://vocab.getty.edu/ulan/500006581,http://www.wikidata.org/entity/Q785254,http://it.wikipedia.org/wiki/Bastiano_Mainardi,data and vocab,http://id.loc.gov/authorities/names/n2010074055,https://d-nb.info/gnd/1022611607
157,Mola Pier Francesco,,vocab,1630,1699,http://viaf.org/viaf/66735480,http://vocab.getty.edu/ulan/500025440,http://www.wikidata.org/entity/Q1192715,,vocab,http://id.loc.gov/authorities/names/nr88005819,https://d-nb.info/gnd/118949381
156,Bartolomeo di Giovanni,,data and vocab,1475,1506,http://viaf.org/viaf/268303998,http://vocab.getty.edu/ulan/500028670,http://www.wikidata.org/entity/Q2013867,,data and vocab,http://id.loc.gov/authorities/names/no94037080,https://d-nb.info/gnd/129308439
156,Mancini Antonio,,vocab,1868,1930,http://viaf.org/viaf/47563339,http://vocab.getty.edu/ulan/500024973,http://www.wikidata.org/entity/Q603148,,vocab,http://id.loc.gov/authorities/names/n87904793,https://d-nb.info/gnd/119060841
154,Martini Simone,,vocab,1310,1399,http://viaf.org/viaf/101100651,http://vocab.getty.edu/ulan/500399029,http://www.wikidata.org/entity/Q221043,,vocab,http://id.loc.gov/authorities/names/n50066929,https://d-nb.info/gnd/118731394
154,Matteo di Giovanni di Bartolo,,vocab,1366,1499,http://viaf.org/viaf/95842058,http://vocab.getty.edu/ulan/500025991,http://www.wikidata.org/entity/Q1373474,,vocab,http://id.loc.gov/authorities/names/nr91029522,https://d-nb.info/gnd/119220806
153,Giorgione,,data,1480,1625,http://viaf.org/viaf/39385864,http://vocab.getty.edu/ulan/500028290,http://www.wikidata.org/entity/Q8459,http://it.wikipedia.org/wiki/Giorgione,data,http://id.loc.gov/authorities/names/n79029786,https://d-nb.info/gnd/118539469
153,Rosselli Cosimo,,data and vocab,1391,1507,http://viaf.org/viaf/69214973,http://vocab.getty.edu/ulan/500028437,http://www.wikidata.org/entity/Q29447,http://it.wikipedia.org/wiki/Cosimo_Rosselli,data and vocab,http://id.loc.gov/authorities/names/nr96006873,https://d-nb.info/gnd/119404559
152,Costa Lorenzo,,data,1480,1535,http://viaf.org/viaf/47035057,http://vocab.getty.edu/ulan/500115131,http://www.wikidata.org/entity/Q357807,http://it.wikipedia.org/wiki/Lorenzo_Costa,data,http://id.loc.gov/authorities/names/nr91030656,https://d-nb.info/gnd/122817575
152,Carpaccio Vittore,,data and vocab,1480,1526,http://viaf.org/viaf/261297781,http://vocab.getty.edu/ulan/500015121,http://www.wikidata.org/entity/Q5581,http://it.wikipedia.org/wiki/Vittore_Carpaccio,data and vocab,http://id.loc.gov/authorities/names/n82097632,https://d-nb.info/gnd/118519204
151,Ambrogio da Fossano,Bergognone/ Brecognone/ Borgognone,data and vocab,1470,1549,http://viaf.org/viaf/61396215,http://vocab.getty.edu/ulan/500032198,http://www.wikidata.org/entity/Q7789,,data and vocab,http://id.loc.gov/authorities/names/nr91000443,https://d-nb.info/gnd/118963260
150,Tucci Biagio di Antonio,,data and vocab,1465,1510,http://viaf.org/viaf/15641155,http://vocab.getty.edu/ulan/500030102,http://www.wikidata.org/entity/Q2311437,http://it.wikipedia.org/wiki/Biagio_d'Antonio,data and vocab,http://id.loc.gov/authorities/names/nr00006912,https://d-nb.info/gnd/122028694
149,Buonarroti Michelangelo,,data and vocab,1481,1599,http://viaf.org/viaf/24585191,http://vocab.getty.edu/ulan/500010654,http://www.wikidata.org/entity/Q5592,http://it.wikipedia.org/wiki/Michelangelo,data and vocab,http://id.loc.gov/authorities/names/n80152368,https://d-nb.info/gnd/118582143
149,Lorenzo di Niccolò,,vocab,1390,1415,http://viaf.org/viaf/38494936,http://vocab.getty.edu/ulan/500000108,http://www.wikidata.org/entity/Q763820,,vocab,http://id.loc.gov/authorities/names/n88649711,https://d-nb.info/gnd/133613321
146,Ferrari Gaudenzio,,data and vocab,1495,1549,http://viaf.org/viaf/228443362,http://vocab.getty.edu/ulan/500000975,http://www.wikidata.org/entity/Q734108,,data and vocab,http://id.loc.gov/authorities/names/n80030769,https://d-nb.info/gnd/174308442
146,Giovanni di Pietro,Spagna,data and vocab,1455,1549,http://viaf.org/viaf/95706572,http://vocab.getty.edu/ulan/500004244,http://www.wikidata.org/entity/Q1446925,,data and vocab,http://id.loc.gov/authorities/names/n86048206,https://d-nb.info/gnd/119053357
145,Codazzi Viviano,,data and vocab,1625,1699,http://viaf.org/viaf/95719296,http://vocab.getty.edu/ulan/500006322,http://www.wikidata.org/entity/Q2553051,http://it.wikipedia.org/wiki/Viviano_Codazzi,data and vocab,http://id.loc.gov/authorities/names/n87905236,https://d-nb.info/gnd/119181495
144,Busi Giovanni,Cariani,data and vocab,1500,1549,http://viaf.org/viaf/19953613,http://vocab.getty.edu/ulan/500011806,http://www.wikidata.org/entity/Q976391,http://it.wikipedia.org/wiki/Giovanni_Cariani,data and vocab,http://id.loc.gov/authorities/names/n84024837,https://d-nb.info/gnd/118834797
143,Pittoni Giovanni Battista,,vocab,1713,1799,http://viaf.org/viaf/25398706,http://vocab.getty.edu/ulan/500003150,http://www.wikidata.org/entity/Q982011,,vocab,http://id.loc.gov/authorities/names/n80060793,https://d-nb.info/gnd/118792407
143,Leonardo da Vinci,,data and vocab,1469,1549,http://viaf.org/viaf/24604287,http://vocab.getty.edu/ulan/500010879,http://www.wikidata.org/entity/Q762,http://it.wikipedia.org/wiki/Leonardo_da_Vinci,data and vocab,http://id.loc.gov/authorities/names/n79034525,https://d-nb.info/gnd/118640445
140,Della Robbia,,manual,1450,1550,http://viaf.org/viaf/133597783,http://vocab.getty.edu/ulan/500070043,http://www.wikidata.org/entity/Q13410523,,manual,,https://d-nb.info/gnd/119070049
139,Giovanni del Biondo,,data and vocab,1355,1398,http://viaf.org/viaf/95799810,http://vocab.getty.edu/ulan/500019284,http://www.wikidata.org/entity/Q2712354,http://it.wikipedia.org/wiki/Giovanni_del_Biondo,data and vocab,,https://d-nb.info/gnd/14381267X
139,Locatelli Andrea,,,1700,1741,,,,,,,
137,Bartolo di Fredi,,data and vocab,1353,1410,http://viaf.org/viaf/37720287,http://vocab.getty.edu/ulan/500031914,http://www.wikidata.org/entity/Q177415,http://it.wikipedia.org/wiki/Bartolo_di_Fredi,data and vocab,http://id.loc.gov/authorities/names/n84024785,https://d-nb.info/gnd/11915143X
137,Lanfranco Giovanni,,data and vocab,1528,1699,http://viaf.org/viaf/41918081,http://vocab.getty.edu/ulan/500022495,http://www.wikidata.org/entity/Q447730,,data and vocab,http://id.loc.gov/authorities/names/n83237456,https://d-nb.info/gnd/119322870
137,Jacopo di Cione,Robiccia,vocab,1350,1399,http://viaf.org/viaf/40243041,http://vocab.getty.edu/ulan/500031302,http://www.wikidata.org/entity/Q2258950,,vocab,,https://d-nb.info/gnd/121753271
136,Starnina Gherardo,Maestro del Bambino Vispo,vocab,1387,1413,http://viaf.org/viaf/69722558,http://vocab.getty.edu/ulan/500004586,http://www.wikidata.org/entity/Q2254774,,vocab,http://id.loc.gov/authorities/names/n84036759,https://d-nb.info/gnd/1179221656
136,Giovanni di Ser Giovanni,Scheggia,vocab,1420,1490,http://viaf.org/viaf/3334881,http://vocab.getty.edu/ulan/500022041,http://www.wikidata.org/entity/Q2738832,,vocab,http://id.loc.gov/authorities/names/nr92038838,https://d-nb.info/gnd/121716619
135,Carracci Ludovico,,data,1580,1699,http://viaf.org/viaf/29596926,http://vocab.getty.edu/ulan/500009619,http://www.wikidata.org/entity/Q380553,http://it.wikipedia.org/wiki/Ludovico_Carracci,data,http://id.loc.gov/authorities/names/n82024033,https://d-nb.info/gnd/118668544
133,Girolamo da Santacroce,,data,1500,1559,http://viaf.org/viaf/143826717,http://vocab.getty.edu/ulan/500005712,http://www.wikidata.org/entity/Q13518302,http://it.wikipedia.org/wiki/Girolamo_da_Santacroce,data,http://id.loc.gov/authorities/names/nr97043631,https://d-nb.info/gnd/120972492
133,Cipper Giacomo Francesco,il Todeschini,manual,1664,1749,http://viaf.org/viaf/37727926,http://vocab.getty.edu/ulan/500012546,http://www.wikidata.org/entity/Q3105053,,manual,http://id.loc.gov/authorities/names/n82076013,https://d-nb.info/gnd/11949826X
133,Pseudo Pier Francesco Fiorentino,,vocab,1459,1499,http://viaf.org/viaf/120970123,http://vocab.getty.edu/ulan/500027302,http://www.wikidata.org/entity/Q18577975,,vocab,,https://d-nb.info/gnd/141382333
132,Bassano Francesco,Bassano,data,1560,1620,http://viaf.org/viaf/19950607,http://vocab.getty.edu/ulan/500003680,http://www.wikidata.org/entity/Q705079,,data,http://id.loc.gov/authorities/names/nr99035999,https://d-nb.info/gnd/122810775
131,Ghislandi Vittore,Fra' Galgario,data,1670,1799,http://viaf.org/viaf/24874840,http://vocab.getty.edu/ulan/500014740,http://www.wikidata.org/entity/Q1440305,http://it.wikipedia.org/wiki/Fra_Galgario,data,http://id.loc.gov/authorities/names/n91061230,https://d-nb.info/gnd/118717235
130,De Pisis Filippo,,manual,1915,1956,http://viaf.org/viaf/68940882,http://vocab.getty.edu/ulan/500026623,http://www.wikidata.org/entity/Q5383,,manual,http://id.loc.gov/authorities/names/n79084313,https://d-nb.info/gnd/119190222
130,Antonello di Antonio,Antonello da Messina,data and vocab,1450,1550,http://viaf.org/viaf/14972227,http://vocab.getty.edu/ulan/500007324,http://www.wikidata.org/entity/Q5594,http://it.wikipedia.org/wiki/Antonello_da_Messina,data and vocab,http://id.loc.gov/authorities/names/n82020229,https://d-nb.info/gnd/118645374
130,Dolci Carlo,,data and vocab,1600,1699,http://viaf.org/viaf/66736078,http://vocab.getty.edu/ulan/500011491,http://www.wikidata.org/entity/Q503322,http://it.wikipedia.org/wiki/Carlo_Dolci,data and vocab,http://id.loc.gov/authorities/names/nr91026285,https://d-nb.info/gnd/119317869
130,Bassano Leandro,Bassano,data,1570,1630,http://viaf.org/viaf/22414872,http://vocab.getty.edu/ulan/500015945,http://www.wikidata.org/entity/Q1349666,http://it.wikipedia.org/wiki/Leandro_Bassano,data,http://id.loc.gov/authorities/names/nr91029695,https://d-nb.info/gnd/124336086
129,Niccolò dell'Abate,,data,1525,1571,http://viaf.org/viaf/88804962,http://vocab.getty.edu/ulan/500011972,http://www.wikidata.org/entity/Q333563,http://it.wikipedia.org/wiki/Niccol%C3%B2_dell'Abbate,data,http://id.loc.gov/authorities/names/n85241595,https://d-nb.info/gnd/122955986
129,Andrea di Cione,Orcagna,data and vocab,1340,1370,http://viaf.org/viaf/45103542,http://vocab.getty.edu/ulan/500119427,http://www.wikidata.org/entity/Q366499,http://it.wikipedia.org/wiki/Orcagna,data and vocab,http://id.loc.gov/authorities/names/n94006281,https://d-nb.info/gnd/119065037
128,Allegri Antonio,Correggio,data and vocab,1500,1549,http://viaf.org/viaf/97748522,http://vocab.getty.edu/ulan/500006208,http://www.wikidata.org/entity/Q8457,http://it.wikipedia.org/wiki/Antonio_da_Correggio,data and vocab,http://id.loc.gov/authorities/names/n80160167,https://d-nb.info/gnd/11867692X
128,Bartolomeo della Porta,Fra Bartolomeo,data and vocab,1485,1550,http://viaf.org/viaf/89128949,http://vocab.getty.edu/ulan/500115575,http://www.wikidata.org/entity/Q7780,http://it.wikipedia.org/wiki/Fra_Bartolomeo,data and vocab,http://id.loc.gov/authorities/names/n85042709,https://d-nb.info/gnd/118968580
127,Bigordi Ridolfo di Domenico,Ridolfo Ghirlandaio,vocab,1500,1561,http://viaf.org/viaf/3647820,http://vocab.getty.edu/ulan/500002132,http://www.wikidata.org/entity/Q64881,,vocab,http://id.loc.gov/authorities/names/nr2002032668,https://d-nb.info/gnd/132924110
126,Duccio di Buoninsegna,,data and vocab,1280,1349,http://viaf.org/viaf/102317335,http://vocab.getty.edu/ulan/500029165,http://www.wikidata.org/entity/Q15792,http://it.wikipedia.org/wiki/Duccio_di_Buoninsegna,data and vocab,http://id.loc.gov/authorities/names/n80025843,https://d-nb.info/gnd/118527711
125,Cesari Giuseppe,Cavalier d'Arpino,data,1524,1799,http://viaf.org/viaf/42110310,http://vocab.getty.edu/ulan/500115051,http://www.wikidata.org/entity/Q933026,http://it.wikipedia.org/wiki/Giuseppe_Cesari,data,http://id.loc.gov/authorities/names/nr90013352,https://d-nb.info/gnd/118638319
125,Nuzi Allegretto,,vocab,1340,1399,http://viaf.org/viaf/305115014,http://vocab.getty.edu/ulan/500031701,http://www.wikidata.org/entity/Q2210937,,vocab,http://id.loc.gov/authorities/names/n2005041176,https://d-nb.info/gnd/121440818
124,Verrocchio Andrea,Verrocchio,data and vocab,1366,1499,http://viaf.org/viaf/22937274,http://vocab.getty.edu/ulan/500003951,http://www.wikidata.org/entity/Q183458,http://it.wikipedia.org/wiki/Andrea_del_Verrocchio,data and vocab,http://id.loc.gov/authorities/names/n79063980,https://d-nb.info/gnd/174284101
123,Luca di Tommè,,vocab,1346,1399,http://viaf.org/viaf/47587287,http://vocab.getty.edu/ulan/500003597,http://www.wikidata.org/entity/Q1857438,,vocab,http://id.loc.gov/authorities/names/n83190560,https://d-nb.info/gnd/120235978
123,Trevisani Francesco,,vocab,1670,1784,http://viaf.org/viaf/9903574,http://vocab.getty.edu/ulan/500005125,http://www.wikidata.org/entity/Q963875,,vocab,http://id.loc.gov/authorities/names/nr89014876,https://d-nb.info/gnd/121463354
122,Muttoni Pietro,Pietro della Vecchia,vocab,1561,1699,http://viaf.org/viaf/89126346,http://vocab.getty.edu/ulan/500012994,http://www.wikidata.org/entity/Q1529806,,vocab,http://id.loc.gov/authorities/names/nr88007296,https://d-nb.info/gnd/119013622
122,Pellegrini Giovanni Antonio,,manual,1695,1799,http://viaf.org/viaf/45106929,http://vocab.getty.edu/ulan/500031760,http://www.wikidata.org/entity/Q1358364,,manual,http://id.loc.gov/authorities/names/n93097410,https://d-nb.info/gnd/119234238
122,Scarsella Ippolito,Scarsellino,data,1570,1620,http://viaf.org/viaf/95703388,http://vocab.getty.edu/ulan/500003756,http://www.wikidata.org/entity/Q2295535,http://it.wikipedia.org/wiki/Scarsellino,data,http://id.loc.gov/authorities/names/n85820681,https://d-nb.info/gnd/123405238
121,Ventura di Moro,Pseudo Ambrogio di Baldese,vocab,1390,1485,http://viaf.org/viaf/31853746,http://vocab.getty.edu/ulan/500012920,http://www.wikidata.org/entity/Q3555632,,vocab,http://id.loc.gov/authorities/names/nr91029433,
121,Conca Sebastiano,,data and vocab,1600,1799,http://viaf.org/viaf/96644021,http://vocab.getty.edu/ulan/500115378,http://www.wikidata.org/entity/Q774781,,data and vocab,http://id.loc.gov/authorities/names/n82078215,https://d-nb.info/gnd/118853740
120,Paolo Veneziano,,vocab,1320,1374,http://viaf.org/viaf/95880464,http://vocab.getty.edu/ulan/500032292,http://www.wikidata.org/entity/Q741062,,vocab,http://id.loc.gov/authorities/names/nr92042214,https://d-nb.info/gnd/118789562
120,Gellée Claude,Claude Lorrain,,1620,1699,,,,,,,
119,Pietro da Rimini,,vocab,1300,1349,http://viaf.org/viaf/198000474,http://vocab.getty.edu/ulan/500032373,http://www.wikidata.org/entity/Q1982374,,vocab,http://id.loc.gov/authorities/names/no95057836,https://d-nb.info/gnd/119383160
118,Rizzi Gian Pietro,Gianpietrino,data,1500,1549,http://viaf.org/viaf/312632000,http://vocab.getty.edu/ulan/500020944,http://www.wikidata.org/entity/Q940454,,data,http://id.loc.gov/authorities/names/n88032701,https://d-nb.info/gnd/128732342
118,Verdi Francesco di Ubertino,Bachiacca,data,1505,1557,http://viaf.org/viaf/35507084,http://vocab.getty.edu/ulan/500021332,http://www.wikidata.org/entity/Q7770,http://it.wikipedia.org/wiki/Francesco_Bacchiacca,data,http://id.loc.gov/authorities/names/nr91030833,https://d-nb.info/gnd/128389222
117,Carriera Rosalba,,data and vocab,1690,1799,http://viaf.org/viaf/69054232,http://vocab.getty.edu/ulan/500115351,http://www.wikidata.org/entity/Q237726,http://it.wikipedia.org/wiki/Rosalba_Carriera,data and vocab,http://id.loc.gov/authorities/names/n85325406,https://d-nb.info/gnd/11865330X
116,Allori Alessandro,,data and vocab,1530,1680,http://viaf.org/viaf/52482834,http://vocab.getty.edu/ulan/500027631,http://www.wikidata.org/entity/Q333369,http://it.wikipedia.org/wiki/Alessandro_Allori,data and vocab,http://id.loc.gov/authorities/names/nr92024249,https://d-nb.info/gnd/118644807
116,Pulzone Scipione,,data,1550,1625,http://viaf.org/viaf/95774594,http://vocab.getty.edu/ulan/500015262,http://www.wikidata.org/entity/Q2632216,,data,http://id.loc.gov/authorities/names/no97036847,https://d-nb.info/gnd/128486732
115,Ceruti Giacomo,Pitocchetto,data and vocab,1700,1769,http://viaf.org/viaf/42635742,http://vocab.getty.edu/ulan/500016508,http://www.wikidata.org/entity/Q524248,http://it.wikipedia.org/wiki/Giacomo_Ceruti,data and vocab,http://id.loc.gov/authorities/names/n83229476,https://d-nb.info/gnd/118872508
114,Cozzarelli Guidoccio,,data and vocab,1470,1517,http://viaf.org/viaf/37972716,http://vocab.getty.edu/ulan/500015411,http://www.wikidata.org/entity/Q3119483,http://it.wikipedia.org/wiki/Guidoccio_Cozzarelli,data and vocab,http://id.loc.gov/authorities/names/nr91029142,https://d-nb.info/gnd/128479132
114,Stefano di Giovanni di Consolo da Cortona,Sassetta,vocab,1400,1450,http://viaf.org/viaf/44499521,http://vocab.getty.edu/ulan/500021319,http://www.wikidata.org/entity/Q362016,,vocab,http://id.loc.gov/authorities/names/n86838484,https://d-nb.info/gnd/118794620
114,Luciani Sebastiano,Sebastiano del Piombo,data and vocab,1500,1599,http://viaf.org/viaf/95881977,http://vocab.getty.edu/ulan/500032554,http://www.wikidata.org/entity/Q285423,,data and vocab,http://id.loc.gov/authorities/names/n80093545,https://d-nb.info/gnd/118795937
