LCDN/PRCD,Type 1,Type 2,Sigla,Vocab,Complex cases,,
Chiesa di S. Leonardo in Arcetri,B,,,,,,
Chiesa di S. Leonardo nel Monte,B,,,,,,
Chiesa di S. Leone,B,,,,,,
Chiesa di S. Leone Magno,B,,,,,,
Chiesa di S. Liberale,B,,,,,,
Chiesa di S. Liberata,B,,,,,,
Chiesa di S. Liborio,B,,,,,,
Chiesa di S. Lino,B,,,,,,
Chiesa di S. Lio,B,,,,,,
Chiesa di S. Lorenzo,B,,,,,,
Chiesa di S. Lorenzo a Basciano,B,,,,,,
Chiesa di S. Lorenzo a Cappiano,B,,,,,,
Chiesa di S. Lorenzo a Galiga,B,,,,,,
Chiesa di S. Lorenzo a Greve,B,,,,,,
Chiesa di S. Lorenzo a Miransù,B,,,,,,
Chiesa di S. Lorenzo a Montisoni,B,,,,,,
Chiesa di S. Lorenzo a Vincigliata,B,,,,,,
Chiesa di S. Lorenzo al Lago,B,,,,,,
Chiesa di S. Lorenzo alle Rose,B,,,,,,
Chiesa di S. Lorenzo in Damaso,B,,,,,,
Chiesa di S. Lorenzo in Doliolo,B,,,,,,
Chiesa di S. Lorenzo in Fonte,B,,,,,,
Chiesa di S. Lorenzo in Lucina,B,,,,,,
Chiesa di S. Lorenzo in Miranda,B,,,,,,
Chiesa di S. Lorenzo in Panisperna,B,,,,,,
Chiesa di S. Lorenzo in Piscibus,B,,,,,,
Chiesa di S. Lorenzo in S. Pietro,B,,,,,,
Chiesa di S. Lorenzo Maggiore,B,,,,,,
Chiesa di S. Luca,B,,,,,,
Chiesa di S. Luca degli Eremitani,B,,,,,,
Chiesa di S. Luca Evangelista,B,,,,,,
Chiesa di S. Lucano,B,,,,,,
Chiesa di S. Lucchese,B,,,,,,
Chiesa di S. Lucia,B,,,,,,
Chiesa di S. Lucia a Casciano,B,,,,,,
Chiesa di S. Lucia al Borghetto,B,,,,,,
Chiesa di S. Lucia alla Sala,B,,,,,,
Chiesa di S. Lucia alle Botteghe Oscure,B,,,,,,
Chiesa di S. Lucia alle Botteghe Oscure (S. Lucia dei Ginnasi),B,,,,,,
Chiesa di S. Lucia dei Magnoli,B,,,,,,
Chiesa di S. Lucia in Selci,B,,,,,,
Chiesa di S. Lucia o dell'Adorazione Perpetua,B,,,,,,
Chiesa di S. Lucia sul Prato,B,,,,,,
Chiesa di S. Lucia//Chiesa di S. Domenico,B,,,,,,
Chiesa di S. Ludovico,B,,,,,,
Chiesa di S. Luigi dei Francesi,B,,,,,,
Chiesa di S. Luigi Gonzaga,B,,,,,,
Chiesa di S. Mamante,B,,,,,,
Chiesa di S. Marcello,B,,,,,,
Chiesa di S. Marcello al Corso,B,,,,,,
Chiesa di S. Marciano,B,,,,,,
Chiesa di S. Marco,B,,,,,,
Chiesa di S. Marco alle Cappelle,B,,,,,,
Chiesa di S. Marcuola,B,,,,,,
Chiesa di S. Margherita,B,,,,,,
Chiesa di S. Margherita (ex),B,,,,,,
Chiesa di S. Margherita a Montici,B,,,,,,
Chiesa di S. Margherita de' Cerchi,B,,,,,,
Chiesa di S. Margherita dei Berici,B,,,,,,
Chiesa di S. Margherita in S. Maria de' Ricci,B,,,,,,
Chiesa di S. Maria,B,,,,,,
Chiesa di S. Maria a Argiano,B,,,,,,
Chiesa di S. Maria a Bagnano,B,,,,,,
Chiesa di S. Maria a Campi,B,,,,,,
Chiesa di S. Maria a Castello,B,,,,,,
Chiesa di S. Maria a Cortenuova,B,,,,,,
Chiesa di S. Maria a Fagna,B,,,,,,
Chiesa di S. Maria a Fiume,B,,,,,,
Chiesa di S. Maria a Fontecastello,B,,,,,,
Chiesa di S. Maria a Lamole,B,,,,,,
Chiesa di S. Maria a Lungotuono,B,,,,,,
Chiesa di S. Maria a Mare,B,,,,,,
Chiesa di S. Maria a Montefloscoli,B,,,,,,
Chiesa di S. Maria a Montelungo,B,,,,,,
Chiesa di S. Maria a Morello,B,,,,,,
Chiesa di S. Maria a Piazza,B,,,,,,
Chiesa di S. Maria a Piè di Chienti,B,,,,,,
Chiesa di S. Maria a Poppiena,B,,,,,,
Chiesa di S. Maria a Quarto,B,,,,,,
Chiesa di S. Maria a Quinto,B,,,,,,
Chiesa di S. Maria a Ricorboli,B,,,,,,
Chiesa di S. Maria a Ripa,B,,,,,,
Chiesa di S. Maria a Ripalta,B,,,,,,
Chiesa di S. Maria a Torre,B,,,,,,
Chiesa di S. Maria ad Cryptas,B,,,,,,
Chiesa di S. Maria ad Nives,B,,,,,,
Chiesa di S. Maria Addolorata,B,,,,,,
Chiesa di S. Maria al Castello,B,,,,,,
Chiesa di S. Maria al Pignone,B,,,,,,
Chiesa di S. Maria alla Badiuzza,B,,,,,,
Chiesa di S. Maria alla Querciolana,B,,,,,,
Chiesa di S. Maria alle Grotte//Chiesa di S. Maria ad Cryptas,B,,,,,,
Chiesa di S. Maria Annunciata//Chiesa di S. Maria degli Orti,B,,,,,,
Chiesa di S. Maria Annunziata,B,,,,,,
Chiesa di S. Maria Annunziata//Santuario della Madonna delle Lacrime,B,,,,,,
Chiesa di S. Maria Antica,B,,,,,,
Chiesa di S. Maria Antiqua,B,,,,,,
Chiesa di S. Maria Apparente//Chiesa della Madonna Appare,B,,,,,,
Chiesa di S. Maria Argentea,B,,,,,,
Chiesa di S. Maria Assunta,B,,,,,,
Chiesa di S. Maria Assunta a Bassanello,B,,,,,,
Chiesa di S. Maria Assunta della Badia Fiorentina,B,,,,,,
Chiesa di S. Maria Assunta di Casaglia,B,,,,,,
Chiesa di S. Maria Assunta e S. Cristoforo,B,,,,,,
Chiesa di S. Maria Assunta e S. Genesio,B,,,,,,
Chiesa di S. Maria Assunta in Monteluce,B,,,,,,
Chiesa di S. Maria Assunta//Chiesa Madre,B,,,,,,
Chiesa di S. Maria Assunta//Matrice Vecchia,B,,,,,,
Chiesa di S. Maria Bianca della Misericordia//Abbazia di Casoretto,B,,,,,,
Chiesa di S. Maria Castellare,B,,,,,,
Chiesa di S. Maria Corteorlandini,B,,,,,,
Chiesa di S. Maria d'Aurio,B,,,,,,
Chiesa di S. Maria de Flumine,B,,,,,,
Chiesa di S. Maria degli Angeli,B,,,,,,
Chiesa di S. Maria degli Angeli//La Gancia,B,,,,,,
Chiesa di S. Maria degli Innocenti,B,,,,,,
Chiesa di S. Maria degli Ughi,B,,,,,,
Chiesa di S. Maria dei Bardi,B,,,,,,
Chiesa di S. Maria dei Battuti,B,,,,,,
Chiesa di S. Maria dei Bulgari (ex),B,,,,,,
Chiesa di S. Maria dei Derelitti,B,,,,,,
Chiesa di S. Maria dei Franconi,B,,,,,,
Chiesa di S. Maria dei Greci,B,,,,,,
Chiesa di S. Maria dei Laici,B,,,,,,
Chiesa di S. Maria dei Lombardi,B,,,,,,
Chiesa di S. Maria dei Miracoli,B,,,,,,
Chiesa di S. Maria dei Monti,B,,,,,,
Chiesa di S. Maria dei Raccomandati,B,,,,,,
Chiesa di S. Maria dei Sabbioni,B,,,,,,
Chiesa di S. Maria dei Servi,B,,,,,,
Chiesa di S. Maria dei Servi//Santuario di S. Pellegrino Laziosi,B,,,,,,
Chiesa di S. Maria dei Sette Dolori,B,,,,,,
Chiesa di S. Maria dei Tabbi,B,,,,,,
Chiesa di S. Maria del Buon Consiglio,B,,,,,,
Chiesa di S. Maria del Calcinaio,B,,,,,,
Chiesa di S. Maria del Carmine,B,,,,,,
Chiesa di S. Maria del Casale,B,,,,,,
Chiesa di S. Maria del Divino Amore,B,,,,,,
Chiesa di S. Maria del Giglio,B,,,,,,
Chiesa di S. Maria del Lago,B,,,,,,
Chiesa di S. Maria del Mercato,B,,,,,,
Chiesa di S. Maria del Meschio,B,,,,,,
Chiesa di S. Maria del Monastero,B,,,,,,
Chiesa di S. Maria del Monte,B,,,,,,
Chiesa di S. Maria del Palazzo,B,,,,,,
Chiesa di S. Maria del Paradiso,B,,,,,,
Chiesa di S. Maria del Parto,B,,,,,,
Chiesa di S. Maria del Piano,B,,,,,,
Chiesa di S. Maria del Pianto,B,,,,,,
Chiesa di S. Maria del Ponte,B,,,,,,
Chiesa di S. Maria del Popolo,B,,,,,,
Chiesa di S. Maria del Pozzo,B,,,,,,
Chiesa di S. Maria del Prato,B,,,,,,
Chiesa di S. Maria del Priorato,B,,,,,,
Chiesa di S. Maria del Regno,B,,,,,,
Chiesa di S. Maria del Riposo,B,,,,,,
Chiesa di S. Maria del Rosario,B,,,,,,
Chiesa di S. Maria del Rosario//Chiesa dei Gesuati,B,,,,,,
Chiesa di S. Maria del Ruscello,B,,,,,,
Chiesa di S. Maria del Sasso,B,,,,,,
Chiesa di S. Maria del Sepolcro,B,,,,,,
Chiesa di S. Maria del Soccorso,B,,,,,,
Chiesa di S. Maria del Suffragio,B,,,,,,
Chiesa di S. Maria del Tiglio,B,,,,,,
Chiesa di S. Maria del Tindari//Chiesa Madre,B,,,,,,
Chiesa di S. Maria del Torresino,B,,,,,,
Chiesa di S. Maria del Voto in Romiti,B,,,,,,
Chiesa di S. Maria dell'Ammiraglio (Chiesa della Martorana),B,,,,,,
Chiesa di S. Maria dell'Anima,B,,,,,,
Chiesa di S. Maria dell'Archetto,B,,,,,,
Chiesa di S. Maria dell'Arzilla,B,,,,,,
Chiesa di S. Maria dell'Isola,B,,,,,,
Chiesa di S. Maria dell'Orazione,B,,,,,,
Chiesa di S. Maria dell'Orazione e Morte,B,,,,,,
Chiesa di S. Maria dell'Oro,B,,,,,,
Chiesa di S. Maria dell'Orto,B,,,,,,
Chiesa di S. Maria dell'Ospedale,B,,,,,,
Chiesa di S. Maria dell'Umiltà,B,,,,,,
Chiesa di S. Maria della Bella,B,,,,,,
Chiesa di S. Maria della Bella (ex),B,,,,,,
Chiesa di S. Maria della Bianca,B,,,,,,
Chiesa di S. Maria della Carità,B,,,,,,
Chiesa di S. Maria della Cella,B,,,,,,
Chiesa di S. Maria della Cima,B,,,,,,
Chiesa di S. Maria della Colonna,B,,,,,,
Chiesa di S. Maria della Concezione in Campo Marzio,B,,,,,,
Chiesa di S. Maria della Concezione//Chiesa dei Cappuccini,B,,,,,,
Chiesa di S. Maria della Consolazione,B,,,,,,
Chiesa di S. Maria della Consolazione a Carbonara,B,,,,,,
Chiesa di S. Maria della Croce al Tempio,B,,,,,,
Chiesa di S. Maria della Fava,B,,,,,,
Chiesa di S. Maria della Filetta,B,,,,,,
Chiesa di S. Maria della Fontanella//Chiesa della Madonna del Latte,B,,,,,,
Chiesa di S. Maria della Fonte (ex),B,,,,,,
Chiesa di S. Maria della Grada,B,,,,,,
Chiesa di S. Maria della Grotta,B,,,,,,
Chiesa di S. Maria della Maestà,B,,,,,,
Chiesa di S. Maria della Mercede e S. Adriano,B,,,,,,
Chiesa di S. Maria della Misericordia,B,,,,,,
Chiesa di S. Maria della Misericordia (ex),B,,,,,,
Chiesa di S. Maria della Misericordia ai Vergini,B,,,,,,
Chiesa di S. Maria della Natività,B,,,,,,
Chiesa di S. Maria della Neve,B,,,,,,
Chiesa di S. Maria della Neve a Montelagello,B,,,,,,
Chiesa di S. Maria della Noce,B,,,,,,
Chiesa di S. Maria della Pace,B,,,,,,
Chiesa di S. Maria della Passione,B,,,,,,
Chiesa di S. Maria della Piaggiola,B,,,,,,
Chiesa di S. Maria della Piazza,B,,,,,,
Chiesa di S. Maria della Pietà,B,,,,,,
Chiesa di S. Maria della Pietà e S. Rocco,B,,,,,,
Chiesa di S. Maria della Pietà//Collegiata,B,,,,,,
Chiesa di S. Maria della Pieve,B,,,,,,
Chiesa di S. Maria della Reggia,B,,,,,,
Chiesa di S. Maria della Ripa,B,,,,,,
Chiesa di S. Maria della Rocca,B,,,,,,
Chiesa di S. Maria della Rosa,B,,,,,,
Chiesa di S. Maria della Rotonda,B,,,,,,
Chiesa di S. Maria della Rupe,B,,,,,,
Chiesa di S. Maria della Salute,B,,,,,,
Chiesa di S. Maria della Sapienza,B,,,,,,
Chiesa di S. Maria della Scala,B,,,,,,
Chiesa di S. Maria della Scirca,B,,,,,,
Chiesa di S. Maria della Selva Mattutina,B,,,,,,
Chiesa di S. Maria della Spina,B,,,,,,
Chiesa di S. Maria della Stella,B,,,,,,
Chiesa di S. Maria della Strada,B,,,,,,
Chiesa di S. Maria della Verità,B,,,,,,
Chiesa di S. Maria della Visitazione,B,,,,,,
Chiesa di S. Maria della Vittoria,B,,,,,,
Chiesa di S. Maria della Vittoria Nuova,B,,,,,,
Chiesa di S. Maria delle Anime del Purgatorio ad Arco,B,,,,,,
Chiesa di S. Maria delle Fortezze (ex),B,,,,,,
Chiesa di S. Maria delle Grazie,B,,,,,,
Chiesa di S. Maria delle Grazie a Caponapoli,B,,,,,,
Chiesa di S. Maria delle Grazie dei Padri Riformati,B,,,,,,
Chiesa di S. Maria delle Grazie in Monte Dominici,B,,,,,,
Chiesa di S. Maria delle Grazie in Reggiano,B,,,,,,
Chiesa di S. Maria delle Grazie//Chiesa dell'Addolorata,B,,,,,,
Chiesa di S. Maria delle Grazie//Chiesa di S. Giacomo della Marca,B,,,,,,
Chiesa di S. Maria delle Lacrime,B,,,,,,
Chiesa di S. Maria delle Macchie,B,,,,,,
Chiesa di S. Maria delle Muratelle,B,,,,,,
Chiesa di S. Maria delle Nevi,B,,,,,,
Chiesa di S. Maria delle Rondini,B,,,,,,
Chiesa di S. Maria delle Rose,B,,,,,,
Chiesa di S. Maria delle Scale,B,,,,,,
Chiesa di S. Maria delle Selve,B,,,,,,
Chiesa di S. Maria delle Vergini,B,,,,,,
Chiesa di S. Maria delle Vigne,B,,,,,,
Chiesa di S. Maria di Betlem,B,,,,,,
Chiesa di S. Maria di Betlem//Chiesa del SS. Corpo del Cristo,B,,,,,,
Chiesa di S. Maria di Billiemme,B,,,,,,
Chiesa di S. Maria di Brera,B,,,,,,
Chiesa di S. Maria di Candeli,B,,,,,,
Chiesa di S. Maria di Cartignano,B,,,,,,
Chiesa di S. Maria di Castello,B,,,,,,
Chiesa di S. Maria di Castelnuovo,B,,,,,,
Chiesa di S. Maria di Collemaggio,B,,,,,,
Chiesa di S. Maria di Costantinopoli,B,,,,,,
Chiesa di S. Maria di Dance (Sv. Marije na Dancama),B,,,,,,
Chiesa di S. Maria di Gesù,B,,,,,,
Chiesa di S. Maria di Graiano,B,,,,,,
Chiesa di S. Maria di Legarano,B,,,,,,
Chiesa di S. Maria di Loreto,B,,,,,,
Chiesa di S. Maria di Maltino,B,,,,,,
Chiesa di S. Maria di Mezzaratta,B,,,,,,
Chiesa di S. Maria di Momentana,B,,,,,,
Chiesa di S. Maria di Monte Calvario,B,,,,,,
Chiesa di S. Maria di Monteluce,B,,,,,,
Chiesa di S. Maria di Monteoliveto,B,,,,,,
Chiesa di S. Maria di Nazareth//Chiesa degli Scalzi,B,,,,,,
Chiesa di S. Maria di Paganica,B,,,,,,
Chiesa di S. Maria di Paterno,B,,,,,,
Chiesa di S. Maria di Piazza,B,,,,,,
Chiesa di S. Maria di Picenze,B,,,,,,
Chiesa di S. Maria di Piedigrotta,B,,,,,,
Chiesa di S. Maria di Pietrarossa,B,,,,,,
Chiesa di S. Maria di Ponte,B,,,,,,
Chiesa di S. Maria di Porto Salvo,B,,,,,,
Chiesa di S. Maria di Rio Sacro,B,,,,,,
Chiesa di S. Maria di Roio,B,,,,,,
Chiesa di S. Maria di Roncione,B,,,,,,
Chiesa di S. Maria di Ronzano,B,,,,,,
Chiesa di S. Maria di Trocchio,B,,,,,,
Chiesa di S. Maria di Vallegloria,B,,,,,,
Chiesa di S. Maria Donnalbina,B,,,,,,
Chiesa di S. Maria Donnaregina Nuova,B,,,,,,
Chiesa di S. Maria Donnaregina Vecchia,B,,,,,,
Chiesa di S. Maria Donnaromita,B,,,,,,
Chiesa di S. Maria e S. Ciriaco,B,,,,,,
Chiesa di S. Maria extra Moenia,B,,,,,,
Chiesa di S. Maria Forisportam,B,,,,,,
Chiesa di S. Maria Formosa,B,,,,,,
Chiesa di S. Maria Giacobbe,B,,,,,,
Chiesa di S. Maria Gloriosa dei Frari,B,,,,,,
Chiesa di S. Maria in Acone,B,,,,,,
Chiesa di S. Maria in Aquiro,B,,,,,,
Chiesa di S. Maria in Aracoeli,B,,,,,,
Chiesa di S. Maria in Arce,B,,,,,,
Chiesa di S. Maria in Calchera,B,,,,,,
Chiesa di S. Maria in Campis,B,,,,,,
Chiesa di S. Maria in Campitelli,B,,,,,,
Chiesa di S. Maria in Campo,B,,,,,,
Chiesa di S. Maria in Camporena,B,,,,,,
Chiesa di S. Maria in Camuccia,B,,,,,,
Chiesa di S. Maria in Canonica,B,,,,,,
Chiesa di S. Maria in Carbonara,B,,,,,,
Chiesa di S. Maria in Castello,B,,,,,,
Chiesa di S. Maria in Castello//Sagra,B,,,,,,
Chiesa di S. Maria in Cellis,B,,,,,,
Chiesa di S. Maria in Chiavica,B,,,,,,
Chiesa di S. Maria in Cosmedin,B,,,,,,
Chiesa di S. Maria in Domnica,B,,,,,,
Chiesa di S. Maria in Gradi,B,,,,,,
Chiesa di S. Maria in Grotta,B,,,,,,
Chiesa di S. Maria in Monserrato,B,,,,,,
Chiesa di S. Maria in Monte Vergine,B,,,,,,
Chiesa di S. Maria in Montesanto,B,,,,,,
Chiesa di S. Maria in Monticelli,B,,,,,,
Chiesa di S. Maria in Organo,B,,,,,,
Chiesa di S. Maria in Pantanis,B,,,,,,
Chiesa di S. Maria in Piano,B,,,,,,
Chiesa di S. Maria in Plateis//Chiesa della Cona,B,,,,,,
Chiesa di S. Maria in Poggio//Chiesa della Crocetta,B,,,,,,
Chiesa di S. Maria in Portico,B,,,,,,
Chiesa di S. Maria in Portico a Fontegiusta,B,,,,,,
Chiesa di S. Maria in Porto,B,,,,,,
Chiesa di S. Maria in Porto Fuori,B,,,,,,
Chiesa di S. Maria in Regola,B,,,,,,
Chiesa di S. Maria in Rupino,B,,,,,,
Chiesa di S. Maria in Schiavonia//S. Maria Assunta in Laterano,B,,,,,,
Chiesa di S. Maria in Solestà,B,,,,,,
Chiesa di S. Maria in Telusiano,B,,,,,,
Chiesa di S. Maria in Traspontina,B,,,,,,
Chiesa di S. Maria in Tressa,B,,,,,,
Chiesa di S. Maria in Trivio,B,,,,,,
Chiesa di S. Maria in Turre,B,,,,,,
Chiesa di S. Maria in Valle Porclaneta,B,,,,,,
Chiesa di S. Maria in Valvendra,B,,,,,,
Chiesa di S. Maria in Vanzo,B,,,,,,
Chiesa di S. Maria in Vescovio,B,,,,,,
Chiesa di S. Maria in Via,B,,,,,,
Chiesa di S. Maria in Via Lata,B,,,,,,
Chiesa di S. Maria in Viano,B,,,,,,
Chiesa di S. Maria in Viminatu,B,,,,,,
Chiesa di S. Maria Incoronata,B,,,,,,
Chiesa di S. Maria Infraportas,B,,,,,,
Chiesa di S. Maria inter Vineas,B,,,,,,
Chiesa di S. Maria la Nova,B,,,,,,
Chiesa di S. Maria Labarum Coeli//Chiesa di S. Maria della Baroncella,B,,,,,,
Chiesa di S. Maria Lagrimosa degli Alemanni,B,,,,,,
Chiesa di S. Maria Maddalena,B,,,,,,
Chiesa di S. Maria Maddalena dei Pazzi,B,,,,,,
Chiesa di S. Maria Madre della Chiesa,B,,,,,,
Chiesa di S. Maria Maggiore,B,,,,,,
Chiesa di S. Maria Maggiore alla Rabatana,B,,,,,,
Chiesa di S. Maria Maggiore//Chiesa di S. Francesco,B,,,,,,
Chiesa di S. Maria Mater Dei al Lippi,B,,,,,,
Chiesa di S. Maria Mater Domini,B,,,,,,
Chiesa di S. Maria Nascente,B,,,,,,
Chiesa di S. Maria Novella,B,,,,,,
Chiesa di S. Maria Nuova,B,,,,,,
Chiesa di S. Maria Nuova//Chiesa di S. Maria dell'Angelo,B,,,,,,
Chiesa di S. Maria Occorrevole,B,,,,,,
Chiesa di S. Maria Paganica,B,,,,,,
Chiesa di S. Maria Podone,B,,,,,,
Chiesa di S. Maria presso S. Satiro,B,,,,,,
Chiesa di S. Maria Primerana,B,,,,,,
Chiesa di S. Maria Regina Coeli,B,,,,,,
Chiesa di S. Maria sopra Mercanti,B,,,,,,
Chiesa di S. Maria sopra Minerva,B,,,,,,
Chiesa di S. Maria Valleverde,B,,,,,,
Chiesa di S. Maria Valverde,B,,,,,,
Chiesa di S. Maria Vecchia//Chiesa di S. Maria ad Nives//Chiesa di S. Maria foris portam,B,,,,,,
Chiesa di S. Maria Vecchia//Chiesa di S. Maria foris Portam,B,,,,,,
Chiesa di S. Maria Vetere,B,,,,,,
Chiesa di S. Maria Vittoria,B,,,,,,
Chiesa di S. Marina,B,,,,,,
Chiesa di S. Marone,B,,,,,,
Chiesa di S. Marta,B,,,,,,
Chiesa di S. Marta (ex),B,,,,,,
Chiesa di S. Martino,B,,,,,,
Chiesa di S. Martino (Sankt Martin Kirche),B,,,,,,
Chiesa di S. Martino a Gangalandi,B,,,,,,
Chiesa di S. Martino a Maiano,B,,,,,,
Chiesa di S. Martino a Mensola,B,,,,,,
Chiesa di S. Martino a Pontorme,B,,,,,,
Chiesa di S. Martino a Strada,B,,,,,,
Chiesa di S. Martino a Terenzano,B,,,,,,
Chiesa di S. Martino a Vespignano,B,,,,,,
Chiesa di S. Martino al Verzaro,B,,,,,,
Chiesa di S. Martino alla Palma,B,,,,,,
Chiesa di S. Martino della Scala,B,,,,,,
Chiesa di S. Martino in Greco,B,,,,,,
Chiesa di S. Martino Vescovo,B,,,,,,
Chiesa di S. Marziale,B,,,,,,
Chiesa di S. Matteo,B,,,,,,
Chiesa di S. Matteo degli Armeni,B,,,,,,
Chiesa di S. Mattia,B,,,,,,
Chiesa di S. Mattia (ex),B,,,,,,
Chiesa di S. Maurelio,B,,,,,,
Chiesa di S. Maurizio,B,,,,,,
Chiesa di S. Maurizio al Monastero Maggiore,B,,,,,,
Chiesa di S. Mauro,B,,,,,,
Chiesa di S. Michele,B,,,,,,
Chiesa di S. Michele a Castello,B,,,,,,
Chiesa di S. Michele a Rovezzano,B,,,,,,
Chiesa di S. Michele a S. Salvi,B,,,,,,
Chiesa di S. Michele a San Salvi,B,,,,,,
Chiesa di S. Michele Arcangelo,B,,,,,,
Chiesa di S. Michele Arcangelo ai Corridori di Borgo,B,,,,,,
Chiesa di S. Michele Arcangelo e Lorenzo martire,B,,,,,,
Chiesa di S. Michele degli Scalzi,B,,,,,,
Chiesa di S. Michele dei Leprosetti,B,,,,,,
Chiesa di S. Michele di Bosto,B,,,,,,
Chiesa di S. Michele in Borgo,B,,,,,,
Chiesa di S. Michele in Bosco,B,,,,,,
Chiesa di S. Michele in Fassolo,B,,,,,,
Chiesa di S. Michele in Foro,B,,,,,,
Chiesa di S. Michele in Isola,B,,,,,,
Chiesa di S. Michele Visdomini,B,,,,,,
Chiesa di S. Miniato,B,,,,,,
Chiesa di S. Miniato fra le Torri,B,,,,,,
Chiesa di S. Monica,B,,,,,,
Chiesa di S. Mustiola alla Rosa (ex),B,,,,,,
Chiesa di S. Niccolò,B,,,,,,
Chiesa di S. Niccolò a Ferraglia,B,,,,,,
Chiesa di S. Niccolò al Carmine,B,,,,,,
Chiesa di S. Niccolò da Bari,B,,,,,,
Chiesa di S. Niccolò del Ceppo,B,,,,,,
Chiesa di S. Niccolò in Cafaggio,B,,,,,,
Chiesa di S. Niccolò in Sasso,B,,,,,,
Chiesa di S. Niccolò Oltrarno,B,,,,,,
Chiesa di S. Nicola,B,,,,,,
Chiesa di S. Nicola alla Carità,B,,,,,,
Chiesa di S. Nicola alle Sacramentine,B,,,,,,
Chiesa di S. Nicola da Tolentino,B,,,,,,
Chiesa di S. Nicola dei Lorenesi,B,,,,,,
Chiesa di S. Nicola in Carcere,B,,,,,,
Chiesa di S. Nicola//Chiesa Madre,B,,,,,,
Chiesa di S. Nicolao,B,,,,,,
Chiesa di S. Nicolò,B,,,,,,
Chiesa di S. Nicolò (ex),B,,,,,,
Chiesa di S. Nicolò alla Marina,B,,,,,,
Chiesa di S. Nicolò da Tolentino,B,,,,,,
Chiesa di S. Nicolò degli Albari,B,,,,,,
Chiesa di S. Nicolò della Lattuga,B,,,,,,
Chiesa di S. Nicolò di Bari,B,,,,,,
Chiesa di S. Nicolò di Guesia,B,,,,,,
Chiesa di S. Nicolò la Latina,B,,,,,,
Chiesa di S. Nicolò lo Reale,B,,,,,,
Chiesa di S. Oliva,B,,,,,,
Chiesa di S. Omobono,B,,,,,,
Chiesa di S. Onofrio,B,,,,,,
Chiesa di S. Onofrio al Gianicolo,B,,,,,,
Chiesa di S. Onofrio alle Cappuccine,B,,,,,,
Chiesa di S. Onofrio//Chiesa Madre,B,,,,,,
Chiesa di S. Orante,B,,,,,,
Chiesa di S. Orsola,B,,,,,,
Chiesa di S. Pancrazio,B,,,,,,
Chiesa di S. Pancrazio (ex),B,,,,,,
Chiesa di S. Panfilo,B,,,,,,
Chiesa di S. Pantaleo,B,,,,,,
Chiesa di S. Pantaleone,B,,,,,,
Chiesa di S. Pantalon,B,,,,,,
Chiesa di S. Paolino,B,,,,,,
Chiesa di S. Paolo,B,,,,,,
Chiesa di S. Paolo (ex),B,,,,,,
Chiesa di S. Paolo a Ripa d'Arno,B,,,,,,
Chiesa di S. Paolo all'Orto,B,,,,,,
Chiesa di S. Paolo alla Regola,B,,,,,,
Chiesa di S. Paolo di Peltuino,B,,,,,,
Chiesa di S. Paolo di Peltuinum,B,,,,,,
Chiesa di S. Paolo Eremita,B,,,,,,
Chiesa di S. Paolo in Campo Marzio,B,,,,,,
Chiesa di S. Paolo inter Vineas,B,,,,,,
Chiesa di S. Paolo Maggiore,B,,,,,,
Chiesa di S. Pasquale Baylon,B,,,,,,
Chiesa di S. Passera,B,,,,,,
Chiesa di S. Paterniano,B,,,,,,
Chiesa di S. Paterniano alle Tolfe,B,,,,,,
Chiesa di S. Pelagia,B,,,,,,
Chiesa di S. Pellegrino,B,,,,,,
Chiesa di S. Pellegrino alla Sapienza,B,,,,,,
Chiesa di S. Pellegrino in Naumachia,B,,,,,,
Chiesa di S. Perpetua,B,,,,,,
Chiesa di S. Petronilla degli Umiliati,B,,,,,,
Chiesa di S. Pier Buonconsiglio,B,,,,,,
Chiesa di S. Pier Cigoli,B,,,,,,
Chiesa di S. Pier Gattolini,B,,,,,,
Chiesa di S. Pier Laguna,B,,,,,,
Chiesa di S. Pier Maggiore,B,,,,,,
Chiesa di S. Pier Scheraggio,B,,,,,,
Chiesa di S. Piero a Grado,B,,,,,,
Chiesa di S. Piero a Ponti,B,,,,,,
Chiesa di S. Piero in Palco,B,,,,,,
Chiesa di S. Pietro,B,,,,,,
Chiesa di S. Pietro (ex Chiesa di S. Agostino),B,,,,,,
Chiesa di S. Pietro a Careggi,B,,,,,,
Chiesa di S. Pietro a Coppito,B,,,,,,
Chiesa di S. Pietro a Majella,B,,,,,,
Chiesa di S. Pietro a Monticelli,B,,,,,,
Chiesa di S. Pietro a Olena,B,,,,,,
Chiesa di S. Pietro a Ovile,B,,,,,,
Chiesa di S. Pietro a Ripoli,B,,,,,,
Chiesa di S. Pietro a Sollicciano,B,,,,,,
Chiesa di S. Pietro a Varlungo,B,,,,,,
Chiesa di S. Pietro ad Aram,B,,,,,,
Chiesa di S. Pietro ad Mensulas,B,,,,,,
Chiesa di S. Pietro ad Oratorium,B,,,,,,
Chiesa di S. Pietro ad Vallum,B,,,,,,
Chiesa di S. Pietro al Po,B,,,,,,
Chiesa di S. Pietro al Terreno,B,,,,,,
Chiesa di S. Pietro all'orto (ex),B,,,,,,
Chiesa di S. Pietro alle Scale,B,,,,,,
Chiesa di S. Pietro Apostolo,B,,,,,,
Chiesa di S. Pietro Caveoso,B,,,,,,
Chiesa di S. Pietro Celestino,B,,,,,,
Chiesa di S. Pietro degli Osservanti,B,,,,,,
Chiesa di S. Pietro di Castello,B,,,,,,
