photographer,institute,wikidata,rev,discuss,possible umbrella term,separate entity,scope note (separate entity),scope note (umbrella term),Note,entity type,uncertainty,collaboration,,,,Quick stats,,,,,
Andersoni,frick,http://www.wikidata.org/entity/Q85724670,FALSE,,Anderson,"Anderson, Rome",,,,atelier,,,,,,,,,,,
Andeson,frick,http://www.wikidata.org/entity/Q85724670,FALSE,,Anderson,"Anderson, Rome",,,,atelier,,,,,,,,,,,
Andreson,frick,http://www.wikidata.org/entity/Q85724670,FALSE,,Anderson,"Anderson, Rome",,,,atelier,,,,,,,,,,,
andreson,frick,http://www.wikidata.org/entity/Q85724670,FALSE,,Anderson,"Anderson, Rome",,,,atelier,,,,,,,,,,,
Anderson/Brogi,khi,http://www.wikidata.org/entity/Q85724670; http://www.wikidata.org/entity/Q85724796,FALSE,,Anderson Brogi,"Anderson, Rome ; Brogi",,,,atelier,,no,,,,,,,,,
"T.R. Annan and Sons, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,TRUE,,Annan,T. & R. Annan and Sons,,,"FM: in wikidata: T. & R. Annan and Sons (atelier) AND Thomas Annan (person). If we have both the person (Frick?) and the atelier can we keep the umbrella term?
I believe they are both the Atelier (Kerri). ok, let's remove the umbrella term",atelier,,,,,,,,,,,
Annan,zeri,http://www.wikidata.org/entity/Q73087193,TRUE,,Annan,T. & R. Annan and Sons,,,,atelier,,,,,,,,,,,
"Annan, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,atelier,,,,,,,,,,,
"Anna, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annal, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annam, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
Annan,frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
Annan Glasgow,frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
Annan Glassgow,frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan photograph, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan Photographer, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan photographer, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan Photographers, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan photographic studio, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, (Edinburgh)",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, Edinburgh",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, Galsgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, Glagow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, Glascow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, Glasgow (photographer)",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, Glasgow, National Galleries of Scotland",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, Glasgow, National Gallery of Scotland, Edinburgh",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, Glasgow, photographer",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, Glasgow, Scotland",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, Glasgrow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annan, photographer, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
"Annon, Glasgow",frick,http://www.wikidata.org/entity/Q73087193,FALSE,,Annan,T. & R. Annan and Sons,,,,,,,,,,,,,,,
J. A.,khi,none,TRUE,,anonymous,,,,,,J. A.,,,,,,,,,,
Anonimo,zeri,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"Gift of Michael de Sherbinin, dealer",frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
nidentified photographic sourc,frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
unbekannt,khi,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
unbekannt,marburg,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidenified photographic source,frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source,frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (courtesy of Frederick Hartt, September 1960)",frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (courtesy of Michael de Sherbinin, dealer (died January 1941), November 21, 1940)",frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source (courtesy of Michael de Sherbinin),frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (gift of Harold Sterner, July 10, 1953)",frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (negative courtesy of Karl Freund Arts, Inc., New York, 1938)",frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source [illegible],frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, from negative gift of M.R. Schweitzer, dealer, New York, July 20, 1990",frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Harold Sterner",frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Mrs. William J. Robbins (Christine Chapman)",frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, Washington (purchased through Mrs. Knox, February 11, 1943)",frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source$efrom terra cotta plaque,frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic sourec (negative presented by Mr. Otto Fleischner, June 1926)",frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
unknown,itatti,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
unknown (unknown cultural designation),itatti,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
unknown printmaker,itatti,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
unknown source,frick,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unknown, photographer",itatti,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unknown, photographer ; Finarte (Firm) (1959-2011) photographer",itatti,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unknown, photographer ; unknown, photographer",itatti,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unknown, photographer ; Witt Library (1932-) photographer",itatti,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"unknown, photographer ( )",itatti,none,TRUE,,anonymous,,,,,,,,,,,,,,,,
"?, Ruth",marburg,none,FALSE,,anonymous,,,,,,anonymous,,,,,,,,,,
x?,hertziana,none,TRUE,,anonymous,x,,,where does it come from? not in the data,,anonymous,,,,,,,,,,
Galli[c?...],khi,none,TRUE,,anonymous,,,,,,anonymous,,,,,,,,,,
L. L.,khi,none,TRUE,,anonymous,,,,,,L. L.,,,,,,,,,,
"St., ?",marburg,none,FALSE,,anonymous,,,,deleted,,anonymous,,,,,,,,,,
um 1930,marburg,none,FALSE,,anonymous,,,,deleted,,,,,,,,,,,,
VIII,marburg,none,FALSE,,anonymous,,,,deleted,,,,,,,,,,,,
"unidentified photographic source, given by Mr. H.S. Greims",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (negative given by Mr. H.S. Greims, New York)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
Unidentified photographic source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photgraphic source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Anna Wells Rutledge",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (negative purchased from Mme Brière, June 1948, shipment 116(32))",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Irwin Laughlin",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Harold Sterner, July 10, 1953",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (purchased from Dr. Millard Meiss, 1932)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentifed photographic source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified publication,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased through Mrs. Knox, July 1946",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source (negative spoiled),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (negative purchased from Mme Brière, June 1948)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (negative purchased by Mme Briére, June 1948, shipment 116 (32))",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (negative courtesy of Michael de Sherbinin, dealer (died January 1941), November 21, 1940)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Stephen C. Millett, Jr",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Mrs. McCook Knox",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Lt. J.D. Kernan, Jr",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Dr. J. Hall Pleasants",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, courtesy of Rear Admiral Hubert Winthrop Chanler",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (courtesy of Michael de Sherbinin, dealer (died January 1941), November 25, 1940)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
undentified photographic source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographpic source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, negative purchased from Thos. Agnew & Sons, London, July 29, 1949",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (negative gift of Mr. H.S. Greims, New York)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source (negative courtesy of Michael de Sherbinin),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of H.W. Williams, Jr",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Dr. Julius S. Held",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Charles E. Slatkin Gallery, New York",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Archer M. Huntington",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, France",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, courtesy of Harry Stone Gallery (May 11, 1948)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source (copyrighted 1952 by the Board of Elders of the Northern Diocese of the Church of the United Brethren in the United States of America),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified phootgraphic source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"Unidentified publication, courtesy of Mrs. Charles Henry Hart",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"Unidentified publication, courtesy of Dr. S.C. Hooker",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic sourse,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased through Mrs. K. McCook Knox",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased from Mrs. McCook Knox",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased from Mrs. Knox",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased from Mrs. Katharine McCook Knox",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased, Dr. Millard Meiss, 1932",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, negative purchased from G. Chomley Farran",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (negative made at the Lancaster Exhibition, 1912)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (negative given to Ira W. Martin in 1927 by the Art Center, New York City)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (negative gift of Harold Sterner, July 10, 1953)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source (negative courtesy of Richard Offner),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, negative courtesy of Mrs. Russel Hastings",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, negative courtesy of Mrs. Barretto",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, negative courtesy of Michael de Sherbinin",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (negative courtesy of Harold Sterner, July 1953)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of William Sawitzky",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Virgil Barker, July 1949",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Schaeffer Galleries, New York, November 5, 2007, Schaeffer Galleries negative 4013-2",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (gift of Mrs. Hugh F. Carey, March 1965)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Mr. H.S. Greims, New York",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Laurence Casper (formerly of the Bernard Deaneberg Galleries, New York), September 30, 2009",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (gift of John Rewald, July 30, 1952)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Harry Stone Gallery, New York, May 11, 1948",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of Harry Stone Gallery",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (gift of Eward H. Dwight, May 8, 1969)",frick,http://www.wikidata.org/entity/Q117118734,FALSE,,,"Dwight, Edward H. ",,,,,,,,,,,,,,,
"unidentified photographic source, gift of Dr. Julius S. Held, New York",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of A.W. Rutledge, September 27, 1948",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, gift of A.W. Rutledge, November 3, 1948",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (courtesy of Harold Sterner, July 10, 1953)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, courtesy of Dr. Offner",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, acquired through Dr. M. Meiss",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic sourc,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographer,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentfied photographic source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
uniedntified photographic source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentifited photographic source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified  source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"Unidentified publication (William Bond engraving?), courtesy of Thatcher T.P. Luquer",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
Unidentified publication (courtesy of William E. Rudge's Sons),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"Unidentified publication, courtesy of Rodman Gilder",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
Unidentified publication (courtesy of Mrs. Charles Henry Hart),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified phototographic source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photogrpahic source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographoc source,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photograph, negative presented by Mr. H.S. Greims",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic sourec (negative presented by Mr. H.S. Greims),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (through Mrs. Knox, September 28, 1934)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (through Mrs. Katharine McCook Knox, May 10, 1949, from Ruel P. Tolman, Smithtsonian Institution, Washington, D.C.)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (through Mrs. Katharine McCook Knox, May 10, 1949, from Ruel P. Tolman, Smithtsonian Institution, Washington)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, the negative was originally owned by Dr. Albert Charles Peale (1849-1913), grandson of Rubens Peale",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, taken in France",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, taken for Galerie Charpentier sale",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, taken at Paris, Galerie Heim, Tableaux de maîtres anciens [exh.], 1956",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source taken at Martin Le Roy Collection Sale,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, taken at Lord Normanton collection, arranged through Sir Robert Witt",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, taken at Exhibition of Dutch Art, Royal Academy, London, 1929 (163)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, taken at Düsseldorf Exhibition, 1928",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, take at London Burlington Fine Arts Club. Winter Exhibition [exh.]. 1930-1931 (2966:19)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (sent by Mme Briére-Misme, shipment 125)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic sources,frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, received through Mme Brière, June 1948",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, received from Mme Brière",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source (received from Mme Brière),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased through through Mme Brière, shipment 116 (32)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased through Mrs. McCook Knox, July 1946",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source,purchased through Mrs. Knox",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source (purchased through Mme. Tolnay),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased through Mme Brière, shipment 115, March 3, 1948",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (purchased through Mme Brière, January 1949)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased through Mme Brière",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source (purchased through John B. Varick Co., Manchester, New Hampshire, 1936)",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased from Pennsylvania State College",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased from Mrs. Knox, Washington",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased from Mrs. Knox, 1943",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source (purchased fro Miss Frick by Mr. Fosburgh),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
"unidentified photographic source, purchased from David Stockwell, dealer",frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source (purchased for Miss Frick by Mr. Fosburgh),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
unidentified photographic source (purchase),frick,none,FALSE,,anonymous,,,,,,,,,,,,,,,,
