count,name,date,type,loc,viaf,ulan,source,wikidata,gnd
1,"Stevens, J",active 1745,person,,,,,,
1,Monogrammist P.S.C,active 2d half of 16th century,person,,,,,,
1,"Sweerts, Jeronimus",1603-1636,person,,,,,,
1,"Marchal, Charles",1822-1870,person,http://id.loc.gov/authorities/names/no89018667,http://viaf.org/viaf/68964488,,data,http://www.wikidata.org/entity/Q52825391,https://d-nb.info/gnd/172248590
1,"Camenisch, Paul",1893-1970,person,http://id.loc.gov/authorities/names/n85278499,http://viaf.org/viaf/77067122,http://vocab.getty.edu/ulan/500017200,data,http://www.wikidata.org/entity/Q123323,https://d-nb.info/gnd/116433353
1,"Masriera, Lluís",1872-1958,person,http://id.loc.gov/authorities/names/n97035179,http://viaf.org/viaf/64818847,http://vocab.getty.edu/ulan/500037556,data,http://www.wikidata.org/entity/Q5977923,https://d-nb.info/gnd/119499428
1,"Sangallo, Francesco da",1494-1576,person,http://id.loc.gov/authorities/names/n87905492,http://viaf.org/viaf/67374715,http://vocab.getty.edu/ulan/500012142,data,http://www.wikidata.org/entity/Q2252502,https://d-nb.info/gnd/123480922
1,"Arentz, Josef M",active 1940,person,,,,,,
1,"Buss, Robert William",1804-1875,person,http://id.loc.gov/authorities/names/n86144044,http://viaf.org/viaf/27338492,http://vocab.getty.edu/ulan/500005610,data,http://www.wikidata.org/entity/Q921595,https://d-nb.info/gnd/123635608
1,"Curion, I. U",,person,,,,,,
1,"Gahagan, Lawrence",active 1756-1820,person,,,,,,
1,"Schimon, Ferdinand",1797-1852,person,,,,,,
1,"Lotz, H.J",active 1919,person,,,,,,
1,"Devouges, Louis Benjamin Marie",1770-1842,person,,,,,,
1,De Vos,active 19th century,person,,,,,,
1,"Pereira, I. Rice",1902-1971,person,http://id.loc.gov/authorities/names/n50047660,http://viaf.org/viaf/64806169,http://vocab.getty.edu/ulan/500022448,data,http://www.wikidata.org/entity/Q5968073,https://d-nb.info/gnd/118910426
1,"Farley, Joseph Pearson",,person,,,,,,
1,"Rustici, Francesco",1592-1626,person,http://id.loc.gov/authorities/names/nr91028774,http://viaf.org/viaf/24871402,http://vocab.getty.edu/ulan/500003097,data,http://www.wikidata.org/entity/Q466736,https://d-nb.info/gnd/122691326
1,Garle,active 18th century,person,,,,,,
1,"Spradbery, Walter Ernest",1889-1969,person,http://id.loc.gov/authorities/names/no2005020668,http://viaf.org/viaf/76043287,http://vocab.getty.edu/ulan/500467938,data,http://www.wikidata.org/entity/Q21463620,
1,"Jean, L.S",active 19th century,person,,,,,,
1,"Titcomb, William Holt Yates",1858-1930,person,,,,,,
1,"Rota, Martino",1536-1586,person,,,,,,
1,"Chiesa, Silvestro",1623-1657,person,,,,,,
1,"Platteel, Jean P",active 1839-1867,person,,,,,,
1,"Gibran, Kahlil",1883-1931,person,http://id.loc.gov/authorities/names/n79095627,http://viaf.org/viaf/88896061,http://vocab.getty.edu/ulan/500053530,data,http://www.wikidata.org/entity/Q47737,https://d-nb.info/gnd/118680935
1,"Read, Samuel",-1883,person,http://id.loc.gov/authorities/names/no2008089265,http://viaf.org/viaf/222146969,http://vocab.getty.edu/ulan/500021972,data,http://www.wikidata.org/entity/Q22982012,
1,"Helsby, Alfredo",1862-1933,person,http://id.loc.gov/authorities/names/n2009028751,http://viaf.org/viaf/88389579,http://vocab.getty.edu/ulan/500087092,data,http://www.wikidata.org/entity/Q16528719,
1,"Thompson, M. M",active 1877,person,,,,,,
1,"Stoop, Jan Pieter",approximately 1612-,person,,,,,,
1,"Faes, J.B",active 18th century,person,,,,,,
1,"Cazenave, S. de",active 19th century,person,,,,,,
1,"Polk, J",active 1789,person,,,,,,
1,"Czebotar, Theodore",1915-1996,person,http://id.loc.gov/authorities/names/no2016102038,http://viaf.org/viaf/39147118355026342949,,data,http://www.wikidata.org/entity/Q97582479,
1,"Kleinmichel, Ferdinand Julius Theodor",1846-1892,person,,,,,,
1,"Linderum, Richard",1851-,person,,,,,,
1,"Grace, A. F",1844-1903,person,http://id.loc.gov/authorities/names/nr99033571,http://viaf.org/viaf/2390457,http://vocab.getty.edu/ulan/500027320,data,http://www.wikidata.org/entity/Q19698288,
1,"Roig Soler, Joan",1852-1909,person,,,,,,
1,"Moore, Charles",1846-1921,person,,,,,,
1,"Bécat, Paul-Emile",1885-1960,person,http://id.loc.gov/authorities/names/n85044564,http://viaf.org/viaf/56752531,,data,http://www.wikidata.org/entity/Q1227947,https://d-nb.info/gnd/119486474
1,"Nicholls, William",1794-1840,person,,,,,,
1,"Müller, Charles",active 19th century,person,,,,,,
1,"Mazzola, Giuseppe",1748-1838,person,,,,,,
1,"Hoyos, Juan de Dios",active 20th century,person,,,,,,
1,"Curtis, Robert John",active 1833-1867,person,,,,,,
1,"Hill, Rowland",1873-1925?,person,http://id.loc.gov/authorities/names/nr96034863,http://viaf.org/viaf/76216773,http://vocab.getty.edu/ulan/500006644,data,http://www.wikidata.org/entity/Q21455260,https://d-nb.info/gnd/1089840039
1,"Shorey, George H",1870-1944,person,,,,,,
1,"Bribich, R",active approximately 1860,person,,,,,,
1,"Peter, C",active 1787,person,,,,,,
1,"Silvette, Ellis M",1876-1940,person,,,,,,
1,"Rosset, Joseph",approximately 1706-1786,person,,,,,,
1,"March, Peter",active approximately 1840,person,,,,,,
1,"Strandenaes, Brynjule",-1939,person,,,,,,
1,"Barbaro, Saverio",1924-,person,http://id.loc.gov/authorities/names/n86092505,http://viaf.org/viaf/282892,http://vocab.getty.edu/ulan/500383594,data,http://www.wikidata.org/entity/Q94517036,https://d-nb.info/gnd/12111001X
1,"Hendricksz, Dirck",-1618,person,http://id.loc.gov/authorities/names/nr90014069,http://viaf.org/viaf/95777728,http://vocab.getty.edu/ulan/500015763,data,http://www.wikidata.org/entity/Q3709163,https://d-nb.info/gnd/118899732
1,"Engert, Erasmus Ritter von",1796-1871,person,,,,,,
1,"Jover Casanova, Francisco",1836-1890,person,,,,,,
1,"Burt, Albin Roberts",1783-1842,person,http://id.loc.gov/authorities/names/no2007096947,http://viaf.org/viaf/74116880,http://vocab.getty.edu/ulan/500028363,data,http://www.wikidata.org/entity/Q4712380,
1,"Faris, Hiram",active approximately 1790,person,,,,,,
1,"Mayall, J",active approximately 1864,person,,,,,,
1,"Pedrini, Domenico",1728-1800,person,,,,,,
1,"Berg, Hans Johan Fredrik",1813-1874,person,,,,,,
1,"Roos, Johann Melchior",1663-1731,person,http://id.loc.gov/authorities/names/no2009041668,http://viaf.org/viaf/3545455,http://vocab.getty.edu/ulan/500020978,data,http://www.wikidata.org/entity/Q473825,https://d-nb.info/gnd/129182362
1,"Durant, John Waldo",approximately 1774-1832,person,,,,,,
1,"Ponse, Joris",1723-1783,person,,,,,,
1,"Domat, Jean",1625-1696,person,http://id.loc.gov/authorities/names/n84122467,http://viaf.org/viaf/32043808,http://vocab.getty.edu/ulan/500077776,data,http://www.wikidata.org/entity/Q1347043,https://d-nb.info/gnd/119471175
1,"Ribot, Germain Théodule Clément",-1893,person,,,,,,
1,"Ward, Leslie Moffat",1888-1978,person,http://id.loc.gov/authorities/names/no2015106862,http://viaf.org/viaf/317112614,,data,http://www.wikidata.org/entity/Q21464641,
1,"Perrault, E",active 19th century,person,,,,,,
1,"Conti, Giovan Maria",1614-1670,person,,,,,,
1,"Fearon, Hilda",-1917,person,,,,,,
1,"Krymov, Nikolaĭ Petrovich",1884-1958,person,http://id.loc.gov/authorities/names/n85123768,http://viaf.org/viaf/13108913,http://vocab.getty.edu/ulan/500124424,data,http://www.wikidata.org/entity/Q4242904,https://d-nb.info/gnd/119037912
1,"Viet, F. G. W",active 1780,person,,,,,,
1,"Tytler, George",approximately 1798-1859,person,,,,,,
1,"Kleehaas, Theodor",1854-,person,,,,,,
1,"Robins, T",active 18th century,person,,,,,,
1,"Ramos, Francisco Javier",approximately 1744-1817,person,,,,,,
1,Schutz,,person,,,,,,
1,"Rosi, Andrés",1771-,person,,,,,,
1,"Hirschvogel, Augustin",1503-1553,person,http://id.loc.gov/authorities/names/nr00006554,http://viaf.org/viaf/37078815,http://vocab.getty.edu/ulan/500011339,data,http://www.wikidata.org/entity/Q707101,https://d-nb.info/gnd/118774530
1,"Chéron, Elisabeth Sophie",1648-1711,person,http://id.loc.gov/authorities/names/n93010523,http://viaf.org/viaf/12317850,http://vocab.getty.edu/ulan/500003127,data,http://www.wikidata.org/entity/Q93692,https://d-nb.info/gnd/119100703
1,Mullen,active 1850,person,,,,,,
1,"Karlowska, Stanislawa de",1876-1952,person,,,,,,
1,"Martinez, José",active 1575-1598,person,,,,,,
1,"Leu the Elder, Hans",approximately1460-approximately1507,person,,,,,,
1,"Tobin, George T",1864-1956,person,http://id.loc.gov/authorities/names/n2007005102,http://viaf.org/viaf/53595001,http://vocab.getty.edu/ulan/500083249,data,http://www.wikidata.org/entity/Q24916431,
1,"Fiumi, Napoleone Giovanni",1898-,person,,,,,,
1,"Lybrand, Archibald",1840-1910,person,,,,,,
1,"Barbara y Belza, Joaquin",active1892-1897,person,,,,,,
1,"Maltese, Fanny Jane",1849-1926,person,,,,,,
1,"Walker, John Crampton",1890-1942,person,,,,,,
1,"Erri, Bartolomeo degli",active1460-1476,person,,,,,,
1,"Arbotori, Bartolomeo",1595-1676?,person,,,,,,
1,"Gegerfelt, Vilhelm",1844-,person,,,,,,
1,"Jaser, Marie Marguerite Françoise",1782-1873,person,,,,,,
1,"Onderdonk, Julian",1882-1922,person,http://id.loc.gov/authorities/names/n84203788,http://viaf.org/viaf/47099121,http://vocab.getty.edu/ulan/500001256,data,http://www.wikidata.org/entity/Q6307423,https://d-nb.info/gnd/134271769
1,Martino,approximately 1470-,person,,,,,,
1,"Brooke, A. Newton",active 1883,person,,,,,,
1,"Bononi, Bartolommeo",active 1501,person,,,,,,
1,"Terburg, Jan",active 17th century,person,,,,,,
1,"Snedeker, Virginia",1909-,person,,,,,,
1,"Legros I, Pierre",1629-1714,person,,,,,,
1,"Weatherbee, Terrance G",active 19th century,person,,,,,,
1,"Paton, J",active 1829,person,,,,,,
1,"Staal, Pieter",active 16th century-17th century,person,,,,,,
1,"Barry, Charles",1795-1860,person,http://id.loc.gov/authorities/names/n83062663,http://viaf.org/viaf/76418406,http://vocab.getty.edu/ulan/500001361,data,http://www.wikidata.org/entity/Q552584,https://d-nb.info/gnd/118891111
1,"Maisey, Thomas",1787-1840,person,,,,,,
1,"Laparra, William",1873-1920,person,http://id.loc.gov/authorities/names/nr97032383,http://viaf.org/viaf/167219,http://vocab.getty.edu/ulan/500083340,data,http://www.wikidata.org/entity/Q3514997,https://d-nb.info/gnd/121910156
1,"Mezzastris, Bernardino",active 1507-1533,person,,,,,,
1,"Octobre, Aimé",1868-,person,,,,,,
1,"Bradshaw, J. W",active 19th century,person,,,,,,
1,"Harrison, George Henry",1816-1846,person,,,,,,
1,"Francès, Mathilde",1879-,person,,,,,,
1,"Rambaldo, Laudadio",active approximately 1380,person,,,,,,
1,"Walker, Sybil",1882-,person,,,,,,
1,"Freebairn, Robert",1764-1808,person,http://id.loc.gov/authorities/names/nb2014019975,http://viaf.org/viaf/89688572,http://vocab.getty.edu/ulan/500020923,data,http://www.wikidata.org/entity/Q7344524,
1,"Carr, Emily",1871-1945,person,http://id.loc.gov/authorities/names/n79099243,http://viaf.org/viaf/56618171,http://vocab.getty.edu/ulan/500020751,data,http://www.wikidata.org/entity/Q289624,https://d-nb.info/gnd/119194554
1,"Roberts, James",1753-approximately 1809,person,http://id.loc.gov/authorities/names/n85198967,http://viaf.org/viaf/43021015,http://vocab.getty.edu/ulan/500032652,data,http://www.wikidata.org/entity/Q6142248,https://d-nb.info/gnd/133213757
1,"Lynde, E",active 1862,person,,,,,,
1,"Cursiter, Stanley",1887-1976,person,http://id.loc.gov/authorities/names/nr2001024021,http://viaf.org/viaf/57525717,http://vocab.getty.edu/ulan/500001351,data,http://www.wikidata.org/entity/Q7599553,https://d-nb.info/gnd/12363878X
1,"Garnerey, François Jean",1755-1837,person,,,,,,
1,"Cole, I",active 18th century,person,,,,,,
1,"Quevedo, Manuel",1897-,person,,,,,,
1,"Newton, William",active 1846,person,,,,,,
1,"Sanderson, Ivan Terence",1911-1973,person,http://id.loc.gov/authorities/names/n50016612,http://viaf.org/viaf/55169654,,data,http://www.wikidata.org/entity/Q1675628,https://d-nb.info/gnd/127462740
1,"Beer, Carl",active 1876-1882,person,,,,,,
1,"Reynolds, Frances",1729-1807,person,http://id.loc.gov/authorities/names/nr93033190,http://viaf.org/viaf/74199770,http://vocab.getty.edu/ulan/500018243,data,http://www.wikidata.org/entity/Q5478909,https://d-nb.info/gnd/1151960705
1,"Robbins, Raisa",,person,,,,,,
1,"Osias, Beert",1580-1623,person,,,,,,
1,"Otter, Thomas P",active 1857-1876,person,,,,,,
1,"Schiess, Hans R",1904-1978,person,http://id.loc.gov/authorities/names/n88053416,http://viaf.org/viaf/40175356,http://vocab.getty.edu/ulan/500013519,data,http://www.wikidata.org/entity/Q43136527,https://d-nb.info/gnd/118838695
1,"Smits, Jakob",1855-1928,person,http://id.loc.gov/authorities/names/n88606766,http://viaf.org/viaf/5087835,http://vocab.getty.edu/ulan/500120627,data,http://www.wikidata.org/entity/Q3157590,https://d-nb.info/gnd/119040239
1,"Driggs, Elsie",1898-1992,person,http://id.loc.gov/authorities/names/nr92029935,http://viaf.org/viaf/61410324,http://vocab.getty.edu/ulan/500012280,data,http://www.wikidata.org/entity/Q3051756,https://d-nb.info/gnd/136049656
1,"Devereux, Elizabeth D",active 19th century,person,,,,,,
1,"Buys, Cornelis",1745-1826,person,,,,,,
1,"Barrau, Théophile Eugene Victor",1848-1913,person,,,,,,
1,"Fripp, Alfred Downing",1822-1895,person,http://id.loc.gov/authorities/names/nr00019435,http://viaf.org/viaf/71667458,http://vocab.getty.edu/ulan/500028878,data,http://www.wikidata.org/entity/Q4722556,
1,"Schopin, Frédéric Henri",1804-1880,person,http://id.loc.gov/authorities/names/no2006043943,http://viaf.org/viaf/7655792,http://vocab.getty.edu/ulan/500011588,data,http://www.wikidata.org/entity/Q15970295,https://d-nb.info/gnd/1053079818
1,"Fokke, Simon",1712-1784,person,http://id.loc.gov/authorities/names/nr2002031339,http://viaf.org/viaf/51963277,http://vocab.getty.edu/ulan/500024304,data,http://www.wikidata.org/entity/Q2645552,https://d-nb.info/gnd/104377852
1,Conrad-Kickert,active 1927,person,,,,,,
1,"Stravius, Hinrich",-1692,person,,,,,,
1,"Des Coudres, Ludwig",1820-1878,person,,,,,,
1,Master dell'Infanzia,active 14th century,person,,,,,,
1,"Omiccioli, Giovanni",,person,http://id.loc.gov/authorities/names/n50002624,http://viaf.org/viaf/79403506,http://vocab.getty.edu/ulan/500098404,data,http://www.wikidata.org/entity/Q3767847,https://d-nb.info/gnd/118912887
1,"Scott, John H",active 1849-1886,person,,,,,,
1,"Prout, Samuel Gillespie",1822-1911,person,,,,,,
1,"Fisher, John Kendrick",1807-,person,,,,,,
1,"Renard, F. T",active 18th century,person,,,,,,
1,"Mc Kewan, J.D",active 19th century(?),person,,,,,,
1,"Klimesch, F",active 1783,person,,,,,,
1,"D'Avignon, Francis",1813-,person,http://id.loc.gov/authorities/names/nr91018323,http://viaf.org/viaf/96439256,http://vocab.getty.edu/ulan/500102149,data,http://www.wikidata.org/entity/Q27918363,https://d-nb.info/gnd/1244176303
1,"Huntington, Dyer",active 19th century,person,,,,,,
1,"Arlaud, Jacques-Antoine",1668-1743,person,http://id.loc.gov/authorities/names/nb2007020315,http://viaf.org/viaf/31525666,http://vocab.getty.edu/ulan/500013200,data,http://www.wikidata.org/entity/Q6120293,https://d-nb.info/gnd/143633821
1,"De Peyster, Gerard Beekman",active approximately 1775,person,,,,,,
1,"Hull, Thomas H",active 1775-1827,person,,,,,,
1,"Todd, Bianca",1889-1952,person,,,,,,
1,"Günther, Joachim",1717-1789,person,,,,,,
1,"Hasselbusch, Louis",1863-,person,,,,,,
1,"Maillot, L. L",active 1832,person,,,,,,
1,"Fosbery, E",1874-1960,person,http://id.loc.gov/authorities/names/n2012064172,http://viaf.org/viaf/277998046,,data,http://www.wikidata.org/entity/Q55218050,
1,"Mannlich, Johann Christian von",1741-1822,person,http://id.loc.gov/authorities/names/n89653548,http://viaf.org/viaf/67260672,http://vocab.getty.edu/ulan/500002383,data,http://www.wikidata.org/entity/Q314950,https://d-nb.info/gnd/11873069X
1,Ebiche,active 20th century,person,,,,,,
1,"Rossetti, Elizabeth Eleanor",1834-1862,person,,,,,,
1,"Lang, Charles M. A",1860-1934,person,,,,,,
1,"Allward, Walter Seymour",1876-1955,person,,,,,,
1,"Grayson, Clifford Mallet-Prevost",1857-1951,person,,,,,,
1,"Myn, Robert van der",1724-,person,,,,,,
1,"Pieck, Anton",1895-1987,person,http://id.loc.gov/authorities/names/n50019735,http://viaf.org/viaf/93197391,http://vocab.getty.edu/ulan/500122729,data,http://www.wikidata.org/entity/Q589380,https://d-nb.info/gnd/119303825
1,"Frinisch, W",active 1805,person,,,,,,
1,"Tweed, John",1869-1933,person,,,,,,
1,"Parrott, William",1813-approximately 1869,person,,,,,,
1,"König, Anton Friedrich",1722-1787,person,,,,,,
1,"Violet, Pierre-Noël",1749-1819,person,http://id.loc.gov/authorities/names/no2018050930,http://viaf.org/viaf/96036860,http://vocab.getty.edu/ulan/500053598,data,http://www.wikidata.org/entity/Q18530661,https://d-nb.info/gnd/1058768832
1,"Rendu, Étienne",active 1670,person,,,,,,
1,Francesco di Antonio,active 1393-1433,person,,,,,,
1,"Lamme, Arie",1748-1801,person,,,,,,
1,"Nairne, J.T",active 1812,person,,,,,,
1,"Delafontaine, Pierre Maximilian",1774-1860,person,,,,,,
1,"Rudy, Charles",1904-,person,http://id.loc.gov/authorities/names/n88218521,http://viaf.org/viaf/55712934,http://vocab.getty.edu/ulan/500055421,data,http://www.wikidata.org/entity/Q96795780,
1,"Quevedo, Albino",1899-,person,,,,,,
1,"Ponze, Antonio",active 1630,person,,,,,,
1,"David, Lodovico Antonio",1648-1704,person,http://id.loc.gov/authorities/names/no2005092099,http://viaf.org/viaf/44038716,http://vocab.getty.edu/ulan/500012651,data,http://www.wikidata.org/entity/Q6698987,https://d-nb.info/gnd/129582727
1,"Hopfer, Hieronymus",,person,http://id.loc.gov/authorities/names/n98052216,http://viaf.org/viaf/51002892,,data,http://www.wikidata.org/entity/Q104231112,
1,"Cadolle, Auguste-Jean-Baptiste-Antoine",1782-1849,person,http://id.loc.gov/authorities/names/nr90007813,http://viaf.org/viaf/76588403,http://vocab.getty.edu/ulan/500012276,data,http://www.wikidata.org/entity/Q18507889,https://d-nb.info/gnd/100437710
1,"Cambos, Jean Jules",1828-,person,,,,,,
1,"Procrius, Andreas",active 18th-19th century,person,,,,,,
1,"Maxted, M",active 1752,person,,,,,,
1,"Marandal, R. de",,person,,,,,,
1,"Cameron, Katharine",,person,http://id.loc.gov/authorities/names/nr94007429,http://viaf.org/viaf/12187246,http://vocab.getty.edu/ulan/500032601,data,http://www.wikidata.org/entity/Q6376318,https://d-nb.info/gnd/1226293425
1,"Baugniés, Eugène",1842-1891,person,http://id.loc.gov/authorities/names/n2008066081,http://viaf.org/viaf/121919145,,data,http://www.wikidata.org/entity/Q89252406,
1,"Behr, Johann Philipp",-1756,person,,,,,,
1,"Fontana, Ernesto",1837-1918,person,,,,,,
1,"Ahlefeldt, Ingegerd",active1936,person,,,,,,
1,"Bond, J. Lloyd",active 1872,person,,,,,,
1,"Fredriks, Jan Hendrik",-1817 or 1822,person,,,,,,
1,"Torond, Francis",1743-1812,person,,,,,,
1,"Crescenzi, Giovanni Battista",1595-1660,person,,,,,,
1,"Joseph, Sydney",,person,,,,,,
1,"Haddock, A",active approximately 1828,person,,,,,,
1,"Ridley, Matthew White",1837-1888,person,,,,,,
1,"Linson, Corwin Knapp",1864-,person,http://id.loc.gov/authorities/names/no2003076921,http://viaf.org/viaf/95841010,http://vocab.getty.edu/ulan/500025832,data,http://www.wikidata.org/entity/Q38038062,https://d-nb.info/gnd/13759514X
1,"Chardin, Pierre Jean-Baptiste",1731-1768,person,,,,,,
1,"West, Alexander R",active 19th century,person,,,,,,
1,"Homan, Samuel Varté",active 1844,person,,,,,,
1,"Boudet, Ernest Victor",1879-,person,,,,,,
1,"Mengelberg, Egidius",1770-1849,person,,,,,,
1,"Merriott, Jack",,person,http://id.loc.gov/authorities/names/no2010101506,http://viaf.org/viaf/121691919,,data,,
1,"Kamm, Louis-Philippe",1882-1959,person,http://id.loc.gov/authorities/names/no2009189932,http://viaf.org/viaf/64279512,http://vocab.getty.edu/ulan/500184585,data,http://www.wikidata.org/entity/Q3260800,https://d-nb.info/gnd/121297640
1,"Gute, Herbert Jacob",1908-1977,person,,,,,,
1,"Tyler, Bayard Henry",1855-1931,person,,,,,,
1,"Tucker, Mary B",active 1843,person,,,,,,
1,"Golzl, Andre",active 1763,person,,,,,,
1,"Chase, John",1810-1879,person,http://id.loc.gov/authorities/names/no2008034456,http://viaf.org/viaf/78581765,http://vocab.getty.edu/ulan/500020698,data,http://www.wikidata.org/entity/Q6225826,
1,"Latombe, A. de",active 17th century,person,,,,,,
1,"Focardi, Ruggero",1864-1934,person,,,,,,
1,"Scott, Katheleen",1878-1947,person,,,,,,
1,"Sperl, Johan",1840-1914,person,,,,,,
1,"Haag, Tethart Philip Christian",1737-1812,person,,,,,,
1,"Stevens, George Alexander",1901-,person,,,,,,
1,"Church, A. H",1834-1915,person,http://id.loc.gov/authorities/names/n86858505,http://viaf.org/viaf/208894777,http://vocab.getty.edu/ulan/500024781,data,http://www.wikidata.org/entity/Q709780,https://d-nb.info/gnd/117687901
1,"Wright, John William",1802-1848,person,http://id.loc.gov/authorities/names/nr2001043900,http://viaf.org/viaf/24531849,http://vocab.getty.edu/ulan/500011697,data,http://www.wikidata.org/entity/Q6264296,
1,"Raynaud, Auguste",active 1877,person,,,,,,
1,Stefano,active approximately 1430,person,http://id.loc.gov/authorities/names/n2001013954,http://viaf.org/viaf/42109355,http://vocab.getty.edu/ulan/500001660,data,http://www.wikidata.org/entity/Q724508,https://d-nb.info/gnd/124798764
1,"Lewis, Jessie Voss",1859-1947,person,,,,,,
1,Goldsby,active 19th century,person,,,,,,
1,"Geipel, Kurt",active approximately 1910,person,,,,,,
1,"Eichstaedt, Rudolf",1857-,person,,,,,,
1,"Beringer, Max",1886-,person,,,,,,
1,"Buttar, Edward James",-1873,person,,,,,,
1,"Fursman, Frederick Frary",1874-1943,person,,,,,,
1,"Riché, A",1791-1878,person,http://id.loc.gov/authorities/names/no2009136756,http://viaf.org/viaf/95874863,http://vocab.getty.edu/ulan/500031369,data,http://www.wikidata.org/entity/Q18615871,
1,"Hart, Solomon Alexander",1806-1881,person,http://id.loc.gov/authorities/names/no2006059678,http://viaf.org/viaf/19954526,http://vocab.getty.edu/ulan/500013553,data,http://www.wikidata.org/entity/Q1498652,https://d-nb.info/gnd/117498688
1,"Ashley, James F",1911-1985,person,http://id.loc.gov/authorities/names/no2002087771,http://viaf.org/viaf/24275437,,data,http://www.wikidata.org/entity/Q94363135,
1,Le Mazurier,active 18th century,person,,,,,,
1,"Maten, Nancy",active approximately 1850,person,,,,,,
1,"Charpentier, Constance Marie",1767-1849,person,,,,,,
1,"Jacobs, Leonebel",,person,http://id.loc.gov/authorities/names/no2007040836,http://viaf.org/viaf/53923955,http://vocab.getty.edu/ulan/500054422,data,http://www.wikidata.org/entity/Q97015549,
1,"Neave, Richard Digby",1793-1868,person,,,,,,
1,"Etex, Antoine",1808-1888,person,http://id.loc.gov/authorities/names/nr97039165,http://viaf.org/viaf/29666132,http://vocab.getty.edu/ulan/500000486,data,http://www.wikidata.org/entity/Q587417,https://d-nb.info/gnd/116585250
1,"Day, Alexander",1773-1841,person,,,,,,
1,"Wilck, Johann Carl, approximately",1773-1819,person,,,,,,
1,"Swane, Sigurd",1879-1973,person,,,,,,
1,"Negroni, Pietro",approximately 1505-approximately 1565,person,http://id.loc.gov/authorities/names/nr92014933,http://viaf.org/viaf/47942555,http://vocab.getty.edu/ulan/500044324,data,http://www.wikidata.org/entity/Q3904110,https://d-nb.info/gnd/133112306
1,"Lorenz, Richard",1858-1915,person,http://id.loc.gov/authorities/names/n94069354,http://viaf.org/viaf/53381907,http://vocab.getty.edu/ulan/500154420,data,http://www.wikidata.org/entity/Q48212396,https://d-nb.info/gnd/1268932361
1,"Mazzola, Michele",approximately 1469-approximately 1529,person,http://id.loc.gov/authorities/names/nr2003041293,http://viaf.org/viaf/292816837,,data,http://www.wikidata.org/entity/Q97571800,
1,"Jacquard, Claude",1686-1736,person,http://id.loc.gov/authorities/names/nr2001019614,http://viaf.org/viaf/76243586,http://vocab.getty.edu/ulan/500015221,data,http://www.wikidata.org/entity/Q17461829,
1,"Mélingue, Lucien",1841-1889,person,http://id.loc.gov/authorities/names/no2003105869,http://viaf.org/viaf/4628681,http://vocab.getty.edu/ulan/500043343,data,http://www.wikidata.org/entity/Q3265329,https://d-nb.info/gnd/143538519
1,"Diemar, Nathanael",1735-1784,person,,,,,,
1,"Kelterborn, Ludwig Adam",1811-1878,person,,,,,,
1,"Bellay, Charles",active 1878,person,,,,,,
1,"Martin-Prégniard, Clothilde",1885-,person,,,,,,
1,"Uprka, Joža",1861-1940,person,http://id.loc.gov/authorities/names/n97081484,http://viaf.org/viaf/25413610,http://vocab.getty.edu/ulan/500047448,data,http://www.wikidata.org/entity/Q12027136,https://d-nb.info/gnd/119486695
1,"Elwell, Fred",1870-1958,person,http://id.loc.gov/authorities/names/nr95045180,http://viaf.org/viaf/24495262,http://vocab.getty.edu/ulan/500014568,data,http://www.wikidata.org/entity/Q5499069,https://d-nb.info/gnd/1059423979
1,"Chambers, William",1723-1796,person,http://id.loc.gov/authorities/names/n79096877,http://viaf.org/viaf/2590661,http://vocab.getty.edu/ulan/500004575,data,http://www.wikidata.org/entity/Q455155,https://d-nb.info/gnd/119435586
1,"Crayer, Pol",active approximately1950 (?),person,,,,,,
1,"Soest, J. B",active 17th century,person,,,,,,
1,"Kymer, M.H",active 1781-1810,person,,,,,,
1,"Larsson, Marcus",1825-1864,person,http://id.loc.gov/authorities/names/no2008082630,http://viaf.org/viaf/71203068,http://vocab.getty.edu/ulan/500042046,data,http://www.wikidata.org/entity/Q5936739,https://d-nb.info/gnd/143234609
1,"Tomea, Fiorenzo",1910-1960,person,http://id.loc.gov/authorities/names/n88070411,http://viaf.org/viaf/40189400,http://vocab.getty.edu/ulan/500002433,data,http://www.wikidata.org/entity/Q3745902,https://d-nb.info/gnd/119474131
1,"Hünten, Franz Johann Wilhelm",1822-1887,person,,,,,,
1,Van Dongen,active 1918,person,,,,,,
1,"Pitterio, Jacopo",active 15th century,person,,,,,,
1,"Low, Rhoda",,person,,,,,,
1,"Conti, Tito",active 19th century,person,,,,,,
1,"Rösel von Rosenhof, Franz",1626-1700,person,,,,,,
1,Grammont,active 18th century,person,,,,,,
1,"Striep, Christian Jansz",1634-1673,person,,,,,,
1,"Noboru, Haegawa",active 1932,person,,,,,,
1,"Gaudez, Adrien Etienne",1845-1902,person,http://id.loc.gov/authorities/names/no2019107228,http://viaf.org/viaf/71667502,http://vocab.getty.edu/ulan/500061178,data,http://www.wikidata.org/entity/Q948338,
1,"Frederick, Harold",active approximately 1850,person,,,,,,
1,"Tolegian, Manuel J",1911-1983,person,http://id.loc.gov/authorities/names/nr2005006447,http://viaf.org/viaf/2423819,http://vocab.getty.edu/ulan/500041108,data,http://www.wikidata.org/entity/Q20513277,
1,"Gibert, Jean-Baptiste",1803-1883,person,http://id.loc.gov/authorities/names/nr2001052836,http://viaf.org/viaf/306134463,http://vocab.getty.edu/ulan/500046893,data,http://www.wikidata.org/entity/Q23820293,https://d-nb.info/gnd/1082242659
